X,Y
167.4369244,0.440725068
168.6181817,0.434773072
169.7994276,0.428832633
170.9807196,0.422880637
172.1620232,0.416928641
173.3433152,0.410988203
174.5246073,0.405036207
175.6721521,0.399095768
176.8534557,0.393143773
178.0009542,0.387203334
179.2159473,0.381251338
180.4309981,0.3753109
181.67975,0.369358904
182.8946968,0.363406908
184.1434371,0.357466469
185.4596834,0.351514473
186.708389,0.345574035
188.1258308,0.339622039
189.5770199,0.3336816
191.0282667,0.327729605
192.5470774,0.321777609
194.1671413,0.31583717
195.9222057,0.309885174
197.8122822,0.303944736
199.9386125,0.29799274
202.3687142,0.292052301
205.2037018,0.286100305
209.2536941,0.280333226
213.3036979,0.276912273
217.3536901,0.27565253
221.4038441,0.27565253
225.4538364,0.276010806
229.5036668,0.276369081
233.553659,0.276369081
237.6038246,0.276184165
241.6538169,0.275825889
245.7036473,0.275109338
249.7534662,0.274566146
253.80347,0.273849596
257.853624,0.272763212
261.9037896,0.272046661
265.9537819,0.271145194
270.0036007,0.27005881
274.0536045,0.269342259
278.1037586,0.268255875
282.1539242,0.267539324
286.2040782,0.266637857
290.2540704,0.265921306
294.3039009,0.264834922
298.3538931,0.264118371
302.4040587,0.263031988
306.4542127,0.262315437
310.5043783,0.261229053
314.5545324,0.260327586
318.604698,0.259252759
322.654852,0.258524651
326.7050176,0.257623184
330.7551717,0.256548357
334.8053372,0.255831806
338.8553295,0.254930339
342.9053217,0.254202231
346.9554873,0.253300763
351.0054796,0.252399296
355.0552984,0.251682745
359.1053022,0.250781278
363.1554563,0.250064727
367.2056219,0.248978343
371.2557759,0.248435151
375.3059415,0.2477186
379.3560955,0.246817133
383.4062611,0.246100582
387.4564152,0.245372474
391.5065808,0.244655923
395.5567348,0.243927814
399.6069004,0.243211263
403.6570544,0.242494713
407.70722,0.241593245
411.7573741,0.241050053
415.8075397,0.240321945
419.8575319,0.23996367
423.9075242,0.239247119
427.9575164,0.238703927
432.0075086,0.237987376
436.0576742,0.237444184
440.1078283,0.236900992
444.1579939,0.236369358
448.2081479,0.235641249
452.2583135,0.235282974
456.3083057,0.234739782
460.358298,0.23419659
464.4084636,0.233838315
468.4586176,0.233480039
472.5087832,0.232936847
476.5589372,0.232405213
480.6091028,0.23203538
484.6590951,0.231503745
488.7090873,0.231133913
492.7592414,0.230602278
496.8094069,0.230417362
500.859561,0.229700811
504.9097266,0.229515894
508.9598806,0.229157619
513.0098729,0.228799343
517.0597033,0.228429511
521.1095337,0.228071235
525.159526,0.22771296
529.2095182,0.227169768
533.2595104,0.226811492
537.309676,0.226626576
541.3598301,0.226094941
545.4099957,0.225725109
549.4599879,0.225366833
553.5098183,0.225193474
557.5598106,0.224835199
561.6099646,0.224465366
565.6599684,0.22410709
569.7097873,0.223933731
573.7596177,0.223748815
577.8094482,0.223390539
581.8592786,0.223390539
585.9092708,0.222847348
589.9592631,0.222662431
594.0092553,0.222304156
598.0594094,0.222130797
602.109575,0.221772521
606.1597405,0.221587605
610.2097328,0.221402688
614.259725,0.221044413
618.3098791,0.220871054
622.3600447,0.220501221
626.4100369,0.220327862
630.4600291,0.219969586
634.5100214,0.21978467
638.5600136,0.219426395
642.6101792,0.219426395
646.6601714,0.219068119
650.7101637,0.218698286
654.7603293,0.218698286
658.8103215,0.218166652
662.8603137,0.218166652
666.910306,0.217796819
670.9602982,0.21762346
675.0104638,0.216906909
679.0604561,0.216721993
683.1102865,0.216537076
687.1601054,0.216178801
691.2100976,0.215820525
695.2602632,0.215635609
699.3104288,0.215103974
703.360421,0.215103974
707.4104133,0.214919058
711.4604055,0.214375866
715.5103978,0.214375866
719.5605633,0.214202507
723.6107174,0.214017591
727.660883,0.213659315
731.711037,0.213474399
735.7612026,0.21330104
739.8113567,0.213116123
743.8615223,0.212757848
747.9116763,0.212572931
751.9618419,0.212399572
756.0119959,0.21202974
760.0621615,0.21185638
764.1123156,0.211671464
768.1624812,0.210954913
772.2126352,0.211128272
776.2628008,0.210769997
780.3129548,0.210411721
784.3631204,0.210411721
788.4131127,0.209868529
792.4631049,0.209868529
796.5132589,0.209336895
