"year","global mean SC","2s.d. error range","smoothed global mean SC, by LOWESS with span width of 240 month"
1992.500,-0.00763,0.00313,-0.00688
1992.583,-0.00773,0.00306,-0.00685
1992.667,-0.00824,0.00301,-0.00683
1992.750,-0.00820,0.00291,-0.00681
1992.833,-0.00778,0.00294,-0.00678
1992.917,-0.00762,0.00302,-0.00676
1993.000,-0.00744,0.00296,-0.00673
1993.083,-0.00679,0.00302,-0.00671
1993.167,-0.00660,0.00303,-0.00669
1993.250,-0.00681,0.00306,-0.00666
1993.333,-0.00671,0.00302,-0.00664
1993.417,-0.00684,0.00297,-0.00661
1993.500,-0.00703,0.00304,-0.00659
1993.583,-0.00718,0.00295,-0.00656
1993.667,-0.00635,0.00294,-0.00653
1993.750,-0.00642,0.00292,-0.00651
1993.833,-0.00679,0.00296,-0.00648
1993.917,-0.00648,0.00288,-0.00645
1994.000,-0.00612,0.00280,-0.00643
1994.083,-0.00591,0.00286,-0.00640
1994.167,-0.00575,0.00279,-0.00637
1994.250,-0.00545,0.00284,-0.00634
1994.333,-0.00572,0.00281,-0.00631
1994.417,-0.00631,0.00286,-0.00628
1994.500,-0.00604,0.00278,-0.00625
1994.583,-0.00573,0.00278,-0.00622
1994.667,-0.00592,0.00285,-0.00619
1994.750,-0.00602,0.00283,-0.00616
1994.833,-0.00588,0.00280,-0.00613
1994.917,-0.00636,0.00279,-0.00609
1995.000,-0.00507,0.00262,-0.00606
1995.083,-0.00496,0.00253,-0.00603
1995.167,-0.00498,0.00250,-0.00599
1995.250,-0.00511,0.00255,-0.00596
1995.333,-0.00517,0.00258,-0.00593
1995.417,-0.00467,0.00266,-0.00589
1995.500,-0.00414,0.00274,-0.00585
1995.583,-0.00383,0.00273,-0.00582
1995.667,-0.00376,0.00272,-0.00578
1995.750,-0.00450,0.00268,-0.00575
1995.833,-0.00489,0.00267,-0.00571
1995.917,-0.00492,0.00268,-0.00567
1996.000,-0.00360,0.00259,-0.00563
1996.083,-0.00352,0.00260,-0.00560
1996.167,-0.00344,0.00263,-0.00556
1996.250,-0.00346,0.00258,-0.00552
1996.333,-0.00373,0.00274,-0.00548
1996.417,-0.00381,0.00293,-0.00545
1996.500,-0.00481,0.00302,-0.00541
1996.583,-0.00529,0.00300,-0.00537
1996.667,-0.00555,0.00300,-0.00533
1996.750,-0.00578,0.00304,-0.00529
1996.833,-0.00625,0.00307,-0.00525
1996.917,-0.00633,0.00303,-0.00521
1997.000,-0.00553,0.00298,-0.00517
1997.083,-0.00510,0.00297,-0.00514
1997.167,-0.00494,0.00300,-0.00510
1997.250,-0.00467,0.00298,-0.00506
1997.333,-0.00449,0.00299,-0.00502
1997.417,-0.00434,0.00304,-0.00498
1997.500,-0.00508,0.00304,-0.00494
1997.583,-0.00578,0.00303,-0.00490
1997.667,-0.00598,0.00299,-0.00486
1997.750,-0.00644,0.00297,-0.00482
1997.833,-0.00632,0.00296,-0.00479
1997.917,-0.00609,0.00302,-0.00475
1998.000,-0.00601,0.00290,-0.00471
1998.083,-0.00609,0.00286,-0.00467
1998.167,-0.00646,0.00288,-0.00463
1998.250,-0.00646,0.00274,-0.00459
1998.333,-0.00599,0.00260,-0.00456
1998.417,-0.00578,0.00252,-0.00452
1998.500,-0.00549,0.00244,-0.00448
1998.583,-0.00550,0.00241,-0.00444
1998.667,-0.00557,0.00236,-0.00441
1998.750,-0.00536,0.00228,-0.00437
1998.833,-0.00533,0.00233,-0.00433
1998.917,-0.00569,0.00228,-0.00430
1999.000,-0.00485,0.00219,-0.00426
1999.083,-0.00471,0.00224,-0.00422
1999.167,-0.00490,0.00227,-0.00419
1999.250,-0.00473,0.00233,-0.00415
1999.333,-0.00397,0.00235,-0.00412
1999.417,-0.00349,0.00232,-0.00408
1999.500,-0.00361,0.00230,-0.00405
1999.583,-0.00392,0.00236,-0.00401
1999.667,-0.00411,0.00233,-0.00398
1999.750,-0.00453,0.00232,-0.00394
1999.833,-0.00448,0.00231,-0.00391
1999.917,-0.00405,0.00243,-0.00388
2000.000,-0.00406,0.00242,-0.00384
2000.083,-0.00406,0.00249,-0.00381
2000.167,-0.00389,0.00252,-0.00378
2000.250,-0.00374,0.00246,-0.00375
2000.333,-0.00314,0.00242,-0.00371
2000.417,-0.00353,0.00238,-0.00368
2000.500,-0.00356,0.00231,-0.00365
2000.583,-0.00366,0.00233,-0.00362
2000.667,-0.00312,0.00237,-0.00359
2000.750,-0.00331,0.00244,-0.00356
2000.833,-0.00391,0.00247,-0.00353
2000.917,-0.00407,0.00241,-0.00350
2001.000,-0.00384,0.00228,-0.00347
2001.083,-0.00381,0.00227,-0.00344
2001.167,-0.00368,0.00232,-0.00341
2001.250,-0.00357,0.00234,-0.00338
2001.333,-0.00330,0.00229,-0.00336
2001.417,-0.00307,0.00223,-0.00333
2001.500,-0.00266,0.00223,-0.00330
2001.583,-0.00266,0.00228,-0.00327
2001.667,-0.00270,0.00233,-0.00325
2001.750,-0.00307,0.00240,-0.00322
2001.833,-0.00283,0.00242,-0.00320
2001.917,-0.00245,0.00240,-0.00317
2002.000,-0.00257,0.00226,-0.00314
2002.083,-0.00293,0.00228,-0.00312
2002.167,-0.00283,0.00230,-0.00309
2002.250,-0.00289,0.00226,-0.00307
2002.333,-0.00283,0.00222,-0.00304
2002.417,-0.00310,0.00221,-0.00302
2002.500,-0.00308,0.00219,-0.00299
2002.583,-0.00282,0.00224,-0.00297
2002.667,-0.00273,0.00226,-0.00294
2002.750,-0.00288,0.00223,-0.00292
2002.833,-0.00292,0.00213,-0.00289
2002.917,-0.00254,0.00211,-0.00287
2003.000,-0.00175,0.00202,-0.00284
2003.083,-0.00177,0.00204,-0.00282
2003.167,-0.00192,0.00208,-0.00279
2003.250,-0.00228,0.00209,-0.00277
2003.333,-0.00238,0.00211,-0.00274
2003.417,-0.00274,0.00207,-0.00271
2003.500,-0.00293,0.00203,-0.00269
2003.583,-0.00259,0.00199,-0.00266
2003.667,-0.00263,0.00203,-0.00264
2003.750,-0.00244,0.00206,-0.00261
2003.833,-0.00226,0.00207,-0.00259
2003.917,-0.00194,0.00203,-0.00256
2004.000,-0.00126,0.00195,-0.00253
2004.083,-0.00122,0.00195,-0.00251
2004.167,-0.00089,0.00192,-0.00248
2004.250,-0.00097,0.00191,-0.00245
2004.333,-0.00142,0.00189,-0.00243
2004.417,-0.00112,0.00186,-0.00240
2004.500,-0.00125,0.00182,-0.00237
2004.583,-0.00119,0.00182,-0.00235
2004.667,-0.00102,0.00180,-0.00232
2004.750,-0.00122,0.00177,-0.00229
2004.833,-0.00135,0.00174,-0.00226
2004.917,-0.00128,0.00172,-0.00224
2005.000,-0.00117,0.00165,-0.00221
2005.083,-0.00096,0.00162,-0.00218
2005.167,-0.00118,0.00158,-0.00215
2005.250,-0.00113,0.00157,-0.00212
2005.333,-0.00132,0.00156,-0.00210
2005.417,-0.00128,0.00153,-0.00207
2005.500,-0.00123,0.00153,-0.00204
2005.583,-0.00124,0.00149,-0.00201
2005.667,-0.00118,0.00145,-0.00198
2005.750,-0.00094,0.00141,-0.00196
2005.833,-0.00077,0.00140,-0.00193
2005.917,-0.00050,0.00140,-0.00190
2006.000,-0.00002,0.00107,-0.00187
2006.083,0.00010,0.00105,-0.00184
2006.167,-0.00014,0.00103,-0.00182
2006.250,-0.00010,0.00103,-0.00179
2006.333,-0.00055,0.00104,-0.00176
2006.417,-0.00069,0.00104,-0.00173
2006.500,-0.00068,0.00103,-0.00170
2006.583,-0.00066,0.00119,-0.00168
2006.667,-0.00159,0.00117,-0.00165
2006.750,-0.00283,0.00116,-0.00162
2006.833,-0.00360,0.00116,-0.00160
2006.917,-0.00323,0.00116,-0.00157
2007.000,-0.00204,0.00113,-0.00154
2007.083,-0.00198,0.00111,-0.00152
2007.167,-0.00189,0.00113,-0.00149
2007.250,-0.00146,0.00111,-0.00146
2007.333,-0.00149,0.00113,-0.00144
2007.417,-0.00119,0.00116,-0.00141
2007.500,-0.00169,0.00117,-0.00139
2007.583,-0.00124,0.00118,-0.00136
2007.667,-0.00126,0.00117,-0.00134
2007.750,-0.00149,0.00114,-0.00131
2007.833,-0.00227,0.00115,-0.00129
2007.917,-0.00235,0.00111,-0.00126
2008.000,-0.00250,0.00104,-0.00124
2008.083,-0.00248,0.00104,-0.00122
2008.167,-0.00270,0.00108,-0.00119
2008.250,-0.00221,0.00110,-0.00117
2008.333,-0.00194,0.00106,-0.00115
2008.417,-0.00188,0.00102,-0.00112
2008.500,-0.00208,0.00097,-0.00110
2008.583,-0.00252,0.00092,-0.00108
2008.667,-0.00272,0.00084,-0.00105
2008.750,-0.00266,0.00085,-0.00103
2008.833,-0.00306,0.00085,-0.00101
2008.917,-0.00257,0.00086,-0.00099
2009.000,-0.00286,0.00086,-0.00096
2009.083,-0.00309,0.00090,-0.00094
2009.167,-0.00303,0.00088,-0.00092
2009.250,-0.00269,0.00085,-0.00090
2009.333,-0.00238,0.00083,-0.00088
2009.417,-0.00153,0.00080,-0.00085
2009.500,-0.00089,0.00080,-0.00083
2009.583,-0.00095,0.00084,-0.00081
2009.667,-0.00135,0.00081,-0.00079
2009.750,-0.00166,0.00082,-0.00077
2009.833,-0.00189,0.00085,-0.00075
2009.917,-0.00180,0.00080,-0.00073
2010.000,-0.00173,0.00070,-0.00070
2010.083,-0.00217,0.00068,-0.00068
2010.167,-0.00221,0.00065,-0.00066
2010.250,-0.00238,0.00067,-0.00064
2010.333,-0.00174,0.00072,-0.00062
2010.417,-0.00118,0.00067,-0.00060
2010.500,-0.00074,0.00067,-0.00057
2010.583,-0.00107,0.00069,-0.00055
2010.667,-0.00137,0.00068,-0.00053
2010.750,-0.00130,0.00070,-0.00051
2010.833,-0.00163,0.00071,-0.00049
2010.917,-0.00069,0.00068,-0.00047
2011.000,-0.00078,0.00065,-0.00045
2011.083,-0.00068,0.00063,-0.00043
2011.167,0.00014,0.00063,-0.00041
2011.250,0.00070,0.00062,-0.00039
2011.333,0.00114,0.00065,-0.00037
2011.417,0.00124,0.00060,-0.00035
2011.500,0.00142,0.00057,-0.00033
2011.583,0.00155,0.00053,-0.00031
2011.667,0.00107,0.00050,-0.00029
2011.750,0.00111,0.00049,-0.00027
2011.833,0.00068,0.00047,-0.00025
2011.917,0.00105,0.00048,-0.00023
2012.000,0.00094,0.00051,-0.00021
2012.083,0.00085,0.00052,-0.00019
2012.167,0.00102,0.00051,-0.00017
2012.250,0.00123,0.00051,-0.00015
2012.333,0.00110,0.00051,-0.00014
2012.417,0.00063,0.00045,-0.00012
2012.500,0.00036,0.00048,-0.00010
2012.583,0.00012,0.00047,-0.00008
2012.667,0.00014,0.00047,-0.00006
2012.750,0.00005,0.00042,-0.00004
2012.833,-0.00041,0.00044,-0.00002
2012.917,-0.00026,0.00040,-0.00000
2013.000,-0.00011,0.00038,0.00002
2013.083,0.00045,0.00038,0.00004
2013.167,0.00011,0.00039,0.00005
2013.250,0.00026,0.00044,0.00007
2013.333,0.00067,0.00043,0.00009
2013.417,0.00111,0.00046,0.00011
2013.500,0.00077,0.00043,0.00013
2013.583,0.00096,0.00047,0.00015
2013.667,0.00094,0.00043,0.00017
2013.750,0.00109,0.00042,0.00019
2013.833,0.00147,0.00047,0.00021
2013.917,0.00156,0.00045,0.00023
2014.000,0.00051,0.00052,0.00024
2014.083,-0.00023,0.00056,0.00026
2014.167,-0.00019,0.00057,0.00028
2014.250,0.00023,0.00060,0.00030
2014.333,0.00085,0.00064,0.00032
2014.417,0.00084,0.00061,0.00034
2014.500,0.00054,0.00059,0.00036
2014.583,0.00046,0.00060,0.00038
2014.667,0.00072,0.00062,0.00040
2014.750,0.00088,0.00065,0.00042
2014.833,0.00079,0.00062,0.00044
2014.917,0.00125,0.00058,0.00045
2015.000,0.00127,0.00056,0.00047
2015.083,0.00126,0.00054,0.00049
2015.167,0.00191,0.00055,0.00051
2015.250,0.00210,0.00053,0.00053
2015.333,0.00162,0.00055,0.00055
2015.417,0.00146,0.00062,0.00057
2015.500,0.00081,0.00062,0.00059
2015.583,0.00079,0.00060,0.00061
2015.667,0.00027,0.00060,0.00063
2015.750,0.00005,0.00063,0.00065
2015.833,-0.00052,0.00064,0.00067
2015.917,-0.00058,0.00067,0.00069
2016.000,-0.00040,0.00073,0.00071
2016.083,-0.00017,0.00077,0.00072
2016.167,0.00027,0.00075,0.00074
2016.250,0.00071,0.00072,0.00076
2016.333,0.00063,0.00073,0.00078
2016.417,0.00099,0.00075,0.00080
2016.500,0.00061,0.00074,0.00082
2016.583,0.00053,0.00076,0.00084
2016.667,0.00046,0.00078,0.00086
2016.750,0.00029,0.00079,0.00088
2016.833,0.00009,0.00082,0.00090
2016.917,0.00113,0.00088,0.00092
2017.000,0.00118,0.00091,0.00094
2017.083,0.00205,0.00088,0.00096
2017.167,0.00258,0.00086,0.00098
2017.250,0.00310,0.00089,0.00100
2017.333,0.00294,0.00089,0.00101
2017.417,0.00243,0.00090,0.00103
2017.500,0.00135,0.00091,0.00105
2017.583,0.00138,0.00091,0.00107
2017.667,0.00192,0.00096,0.00109
2017.750,0.00234,0.00097,0.00111
2017.833,0.00227,0.00100,0.00113
2017.917,0.00222,0.00102,0.00115
2018.000,0.00193,0.00104,0.00117
2018.083,0.00193,0.00099,0.00119
2018.167,0.00156,0.00098,0.00121
2018.250,0.00170,0.00098,0.00123
2018.333,0.00119,0.00097,0.00125
2018.417,0.00120,0.00096,0.00127
2018.500,0.00088,0.00093,0.00128
2018.583,0.00136,0.00094,0.00130
2018.667,0.00158,0.00095,0.00132
2018.750,0.00194,0.00095,0.00134
2018.833,0.00203,0.00098,0.00136
2018.917,0.00175,0.00101,0.00138
2019.000,0.00177,0.00107,0.00140
2019.083,0.00216,0.00107,0.00142
2019.167,0.00162,0.00104,0.00144
2019.250,0.00186,0.00109,0.00146
2019.333,0.00180,0.00110,0.00147
2019.417,0.00171,0.00110,0.00149
2019.500,0.00154,0.00108,0.00151
2019.583,0.00159,0.00108,0.00153
2019.667,0.00125,0.00108,0.00155
2019.750,0.00141,0.00112,0.00157
2019.833,0.00028,0.00115,0.00159
