"year","global mean SC","2s.d. error range","smoothed global mean SC, by LOWESS with span width of 240 month"
1946.333,-0.02111,0.02068,-0.02130
1946.417,-0.02127,0.02062,-0.02128
1946.500,-0.02096,0.02052,-0.02125
1946.583,-0.02289,0.02009,-0.02123
1946.667,-0.02115,0.01986,-0.02121
1946.750,-0.01873,0.01972,-0.02119
1946.833,-0.01893,0.01924,-0.02116
1946.917,-0.01742,0.01864,-0.02114
1947.000,-0.01468,0.01850,-0.02112
1947.083,-0.01572,0.01884,-0.02110
1947.167,-0.01460,0.01878,-0.02107
1947.250,-0.01255,0.01851,-0.02105
1947.333,-0.01186,0.01799,-0.02103
1947.417,-0.01302,0.01760,-0.02101
1947.500,-0.01081,0.01740,-0.02099
1947.583,-0.01208,0.01713,-0.02096
1947.667,-0.01329,0.01779,-0.02094
1947.750,-0.01624,0.01788,-0.02092
1947.833,-0.01618,0.01790,-0.02090
1947.917,-0.01506,0.01766,-0.02088
1948.000,-0.01678,0.01764,-0.02086
1948.083,-0.01680,0.01776,-0.02083
1948.167,-0.01632,0.01734,-0.02081
1948.250,-0.01732,0.01747,-0.02079
1948.333,-0.01603,0.01759,-0.02077
1948.417,-0.01384,0.01748,-0.02075
1948.500,-0.01146,0.01714,-0.02073
1948.583,-0.01209,0.01740,-0.02071
1948.667,-0.01179,0.01794,-0.02069
1948.750,-0.01333,0.01785,-0.02067
1948.833,-0.01466,0.01794,-0.02065
1948.917,-0.01713,0.01806,-0.02063
1949.000,-0.01765,0.01752,-0.02062
1949.083,-0.01926,0.01742,-0.02060
1949.167,-0.01930,0.01757,-0.02058
1949.250,-0.02011,0.01750,-0.02057
1949.333,-0.02003,0.01707,-0.02055
1949.417,-0.01974,0.01728,-0.02054
1949.500,-0.02090,0.01694,-0.02053
1949.583,-0.02280,0.01717,-0.02052
1949.667,-0.02270,0.01734,-0.02051
1949.750,-0.02300,0.01699,-0.02051
1949.833,-0.02566,0.01655,-0.02051
1949.917,-0.02592,0.01643,-0.02051
1950.000,-0.02637,0.01616,-0.02051
1950.083,-0.02650,0.01668,-0.02054
1950.167,-0.02641,0.01670,-0.02057
1950.250,-0.02349,0.01614,-0.02061
1950.333,-0.02378,0.01569,-0.02064
1950.417,-0.02599,0.01526,-0.02068
1950.500,-0.02584,0.01495,-0.02071
1950.583,-0.02480,0.01515,-0.02075
1950.667,-0.02429,0.01512,-0.02079
1950.750,-0.02325,0.01525,-0.02083
1950.833,-0.02400,0.01530,-0.02087
1950.917,-0.02193,0.01525,-0.02091
1951.000,-0.02043,0.01512,-0.02096
1951.083,-0.01736,0.01529,-0.02100
1951.167,-0.01806,0.01507,-0.02105
1951.250,-0.01630,0.01556,-0.02109
1951.333,-0.01656,0.01585,-0.02114
1951.417,-0.01461,0.01609,-0.02119
1951.500,-0.01636,0.01597,-0.02123
1951.583,-0.01583,0.01637,-0.02128
1951.667,-0.01674,0.01639,-0.02133
1951.750,-0.01589,0.01623,-0.02138
1951.833,-0.01865,0.01627,-0.02143
1951.917,-0.02028,0.01663,-0.02148
1952.000,-0.01916,0.01660,-0.02153
1952.083,-0.01966,0.01679,-0.02158
1952.167,-0.01847,0.01690,-0.02163
1952.250,-0.02096,0.01663,-0.02168
1952.333,-0.02189,0.01668,-0.02173
1952.417,-0.02472,0.01634,-0.02178
1952.500,-0.02393,0.01624,-0.02183
1952.583,-0.02562,0.01662,-0.02188
1952.667,-0.02440,0.01668,-0.02193
1952.750,-0.02694,0.01655,-0.02198
1952.833,-0.02729,0.01670,-0.02203
1952.917,-0.02408,0.01660,-0.02208
1953.000,-0.02412,0.01668,-0.02213
1953.083,-0.02416,0.01696,-0.02218
1953.167,-0.02336,0.01692,-0.02223
1953.250,-0.02342,0.01668,-0.02228
1953.333,-0.02137,0.01657,-0.02233
1953.417,-0.02134,0.01632,-0.02238
1953.500,-0.02148,0.01603,-0.02243
1953.583,-0.01912,0.01632,-0.02248
1953.667,-0.01985,0.01639,-0.02253
1953.750,-0.02064,0.01622,-0.02258
1953.833,-0.02069,0.01592,-0.02263
1953.917,-0.02083,0.01585,-0.02268
1954.000,-0.02309,0.01575,-0.02273
1954.083,-0.02446,0.01571,-0.02278
1954.167,-0.02312,0.01591,-0.02283
1954.250,-0.02251,0.01567,-0.02288
1954.333,-0.02462,0.01593,-0.02293
1954.417,-0.02609,0.01593,-0.02298
1954.500,-0.02507,0.01535,-0.02303
1954.583,-0.02539,0.01516,-0.02308
1954.667,-0.02353,0.01539,-0.02313
1954.750,-0.02201,0.01523,-0.02318
1954.833,-0.02453,0.01553,-0.02323
1954.917,-0.02444,0.01556,-0.02328
1955.000,-0.02184,0.01540,-0.02334
1955.083,-0.02331,0.01590,-0.02339
1955.167,-0.02195,0.01597,-0.02344
1955.250,-0.02125,0.01585,-0.02349
1955.333,-0.02176,0.01592,-0.02354
1955.417,-0.02255,0.01569,-0.02359
1955.500,-0.02217,0.01511,-0.02364
1955.583,-0.02032,0.01559,-0.02369
1955.667,-0.01840,0.01574,-0.02374
1955.750,-0.02001,0.01527,-0.02379
1955.833,-0.02030,0.01505,-0.02384
1955.917,-0.02252,0.01486,-0.02389
1956.000,-0.02281,0.01415,-0.02394
1956.083,-0.02577,0.01407,-0.02399
1956.167,-0.02467,0.01355,-0.02404
1956.250,-0.02405,0.01341,-0.02410
1956.333,-0.02473,0.01340,-0.02415
1956.417,-0.02525,0.01297,-0.02420
1956.500,-0.02601,0.01261,-0.02425
1956.583,-0.02608,0.01255,-0.02430
1956.667,-0.02671,0.01261,-0.02435
1956.750,-0.02555,0.01275,-0.02440
1956.833,-0.02581,0.01273,-0.02446
1956.917,-0.02577,0.01248,-0.02451
1957.000,-0.02471,0.01234,-0.02456
1957.083,-0.02465,0.01259,-0.02461
1957.167,-0.02563,0.01204,-0.02467
1957.250,-0.02722,0.01183,-0.02472
1957.333,-0.02783,0.01185,-0.02477
1957.417,-0.02827,0.01172,-0.02483
1957.500,-0.02865,0.01127,-0.02488
1957.583,-0.02984,0.01156,-0.02494
1957.667,-0.02966,0.01179,-0.02499
1957.750,-0.02871,0.01204,-0.02505
1957.833,-0.02722,0.01222,-0.02510
1957.917,-0.02782,0.01232,-0.02516
1958.000,-0.02842,0.01208,-0.02521
1958.083,-0.03004,0.01224,-0.02527
1958.167,-0.02950,0.01208,-0.02533
1958.250,-0.03017,0.01177,-0.02538
1958.333,-0.02767,0.01157,-0.02544
1958.417,-0.02905,0.01159,-0.02550
1958.500,-0.02486,0.01134,-0.02556
1958.583,-0.02416,0.01203,-0.02562
1958.667,-0.02607,0.01243,-0.02568
1958.750,-0.02861,0.01260,-0.02574
1958.833,-0.02923,0.01265,-0.02580
1958.917,-0.02918,0.01249,-0.02586
1959.000,-0.02996,0.01235,-0.02592
1959.083,-0.02837,0.01247,-0.02598
1959.167,-0.02562,0.01211,-0.02604
1959.250,-0.02371,0.01175,-0.02610
1959.333,-0.02446,0.01181,-0.02616
1959.417,-0.02594,0.01111,-0.02622
1959.500,-0.02639,0.01074,-0.02628
1959.583,-0.02653,0.01072,-0.02634
1959.667,-0.02553,0.01083,-0.02640
1959.750,-0.02572,0.01109,-0.02646
1959.833,-0.02456,0.01066,-0.02652
1959.917,-0.02419,0.01013,-0.02658
1960.000,-0.02410,0.00983,-0.02664
1960.083,-0.02200,0.00989,-0.02670
1960.167,-0.02354,0.00982,-0.02676
1960.250,-0.02386,0.00995,-0.02681
1960.333,-0.02308,0.00976,-0.02687
1960.417,-0.02383,0.00935,-0.02693
1960.500,-0.02505,0.00925,-0.02698
1960.583,-0.02529,0.00962,-0.02704
1960.667,-0.02446,0.00991,-0.02709
1960.750,-0.02250,0.01015,-0.02715
1960.833,-0.01962,0.01039,-0.02720
1960.917,-0.02053,0.01055,-0.02725
1961.000,-0.02091,0.01038,-0.02731
1961.083,-0.02309,0.01096,-0.02736
1961.167,-0.02460,0.01114,-0.02741
1961.250,-0.02470,0.01143,-0.02746
1961.333,-0.02510,0.01141,-0.02751
1961.417,-0.02479,0.01143,-0.02755
1961.500,-0.02498,0.01114,-0.02760
1961.583,-0.02504,0.01162,-0.02765
1961.667,-0.02738,0.01205,-0.02769
1961.750,-0.02855,0.01197,-0.02774
1961.833,-0.02874,0.01165,-0.02778
1961.917,-0.02753,0.01163,-0.02783
1962.000,-0.02385,0.01121,-0.02787
1962.083,-0.02395,0.01102,-0.02791
1962.167,-0.02193,0.01101,-0.02796
1962.250,-0.02368,0.01080,-0.02800
1962.333,-0.02534,0.01066,-0.02804
1962.417,-0.02490,0.01069,-0.02808
1962.500,-0.02553,0.01061,-0.02812
1962.583,-0.02515,0.01068,-0.02816
1962.667,-0.02692,0.01073,-0.02820
1962.750,-0.02752,0.01067,-0.02824
1962.833,-0.02809,0.01069,-0.02827
1962.917,-0.02890,0.01080,-0.02831
1963.000,-0.02655,0.01069,-0.02835
1963.083,-0.02913,0.01081,-0.02838
1963.167,-0.03140,0.01055,-0.02842
1963.250,-0.03199,0.01075,-0.02846
1963.333,-0.03139,0.01090,-0.02849
1963.417,-0.03014,0.01049,-0.02853
1963.500,-0.03008,0.00984,-0.02856
1963.583,-0.03064,0.00996,-0.02860
1963.667,-0.02901,0.00997,-0.02863
1963.750,-0.02890,0.00957,-0.02866
1963.833,-0.02973,0.00926,-0.02870
1963.917,-0.02980,0.00912,-0.02873
1964.000,-0.03019,0.00917,-0.02877
1964.083,-0.02893,0.00938,-0.02880
1964.167,-0.02967,0.00958,-0.02883
1964.250,-0.03056,0.00960,-0.02887
1964.333,-0.03344,0.00971,-0.02890
1964.417,-0.03247,0.00954,-0.02893
1964.500,-0.03212,0.00933,-0.02897
1964.583,-0.03317,0.00958,-0.02900
1964.667,-0.03232,0.00993,-0.02904
1964.750,-0.03310,0.00980,-0.02907
1964.833,-0.03095,0.00989,-0.02910
1964.917,-0.03289,0.00973,-0.02914
1965.000,-0.03163,0.00966,-0.02917
1965.083,-0.03319,0.00966,-0.02921
1965.167,-0.03432,0.00958,-0.02924
1965.250,-0.03329,0.00940,-0.02928
1965.333,-0.03313,0.00951,-0.02931
1965.417,-0.03469,0.00927,-0.02935
1965.500,-0.03562,0.00889,-0.02938
1965.583,-0.03541,0.00894,-0.02942
1965.667,-0.03448,0.00902,-0.02945
1965.750,-0.03460,0.00888,-0.02949
1965.833,-0.03517,0.00882,-0.02952
1965.917,-0.03541,0.00895,-0.02956
1966.000,-0.03622,0.00886,-0.02960
1966.083,-0.03458,0.00883,-0.02963
1966.167,-0.03302,0.00906,-0.02967
1966.250,-0.03170,0.00921,-0.02971
1966.333,-0.03177,0.00890,-0.02974
1966.417,-0.03178,0.00878,-0.02978
1966.500,-0.03051,0.00846,-0.02982
1966.583,-0.03142,0.00864,-0.02985
1966.667,-0.03109,0.00886,-0.02989
1966.750,-0.03030,0.00897,-0.02993
1966.833,-0.02754,0.00880,-0.02996
1966.917,-0.02786,0.00879,-0.03000
1967.000,-0.02673,0.00889,-0.03003
1967.083,-0.02570,0.00888,-0.03007
1967.167,-0.02561,0.00904,-0.03010
1967.250,-0.02722,0.00915,-0.03014
1967.333,-0.02790,0.00932,-0.03017
1967.417,-0.02710,0.00926,-0.03021
1967.500,-0.03031,0.00898,-0.03024
1967.583,-0.03175,0.00920,-0.03027
1967.667,-0.03467,0.00947,-0.03031
1967.750,-0.03340,0.00928,-0.03034
1967.833,-0.03341,0.00921,-0.03037
1967.917,-0.03433,0.00923,-0.03040
1968.000,-0.03330,0.00896,-0.03043
1968.083,-0.03181,0.00878,-0.03046
1968.167,-0.03199,0.00892,-0.03048
1968.250,-0.03076,0.00894,-0.03051
1968.333,-0.02979,0.00861,-0.03054
1968.417,-0.03114,0.00831,-0.03056
1968.500,-0.02964,0.00813,-0.03059
1968.583,-0.03040,0.00818,-0.03061
1968.667,-0.02985,0.00843,-0.03063
1968.750,-0.02943,0.00822,-0.03065
1968.833,-0.02934,0.00813,-0.03067
1968.917,-0.03028,0.00822,-0.03069
1969.000,-0.03012,0.00808,-0.03071
1969.083,-0.03098,0.00812,-0.03072
1969.167,-0.03052,0.00810,-0.03074
1969.250,-0.03106,0.00796,-0.03075
1969.333,-0.02918,0.00803,-0.03076
1969.417,-0.02784,0.00789,-0.03077
1969.500,-0.02818,0.00781,-0.03078
1969.583,-0.02695,0.00794,-0.03079
1969.667,-0.02817,0.00806,-0.03080
1969.750,-0.02892,0.00788,-0.03081
1969.833,-0.02788,0.00799,-0.03081
1969.917,-0.02750,0.00808,-0.03082
1970.000,-0.02650,0.00800,-0.03082
1970.083,-0.02735,0.00821,-0.03082
1970.167,-0.02798,0.00821,-0.03082
1970.250,-0.02805,0.00814,-0.03082
1970.333,-0.02761,0.00827,-0.03082
1970.417,-0.02690,0.00815,-0.03082
1970.500,-0.02737,0.00809,-0.03081
1970.583,-0.02758,0.00829,-0.03081
1970.667,-0.02997,0.00827,-0.03080
1970.750,-0.03049,0.00803,-0.03080
1970.833,-0.03127,0.00789,-0.03079
1970.917,-0.03123,0.00789,-0.03078
1971.000,-0.03208,0.00795,-0.03078
1971.083,-0.03260,0.00809,-0.03077
1971.167,-0.03229,0.00812,-0.03076
1971.250,-0.03258,0.00811,-0.03075
1971.333,-0.03381,0.00827,-0.03074
1971.417,-0.03365,0.00808,-0.03072
1971.500,-0.03157,0.00807,-0.03071
1971.583,-0.03059,0.00825,-0.03070
1971.667,-0.02903,0.00841,-0.03069
1971.750,-0.02940,0.00837,-0.03067
1971.833,-0.02994,0.00839,-0.03066
1971.917,-0.03114,0.00851,-0.03064
1972.000,-0.03305,0.00825,-0.03063
1972.083,-0.03288,0.00809,-0.03061
1972.167,-0.03381,0.00818,-0.03059
1972.250,-0.03505,0.00821,-0.03057
1972.333,-0.03516,0.00810,-0.03056
1972.417,-0.03459,0.00786,-0.03054
1972.500,-0.03294,0.00785,-0.03052
1972.583,-0.03418,0.00791,-0.03050
1972.667,-0.03351,0.00808,-0.03048
1972.750,-0.03210,0.00820,-0.03046
1972.833,-0.03281,0.00813,-0.03043
1972.917,-0.03313,0.00810,-0.03041
1973.000,-0.03226,0.00800,-0.03039
1973.083,-0.03297,0.00807,-0.03036
1973.167,-0.03273,0.00811,-0.03034
1973.250,-0.03229,0.00825,-0.03031
1973.333,-0.03194,0.00853,-0.03029
1973.417,-0.03140,0.00867,-0.03026
1973.500,-0.03208,0.00851,-0.03023
1973.583,-0.03256,0.00868,-0.03020
1973.667,-0.03230,0.00866,-0.03017
1973.750,-0.03260,0.00849,-0.03014
1973.833,-0.03224,0.00842,-0.03011
1973.917,-0.03055,0.00844,-0.03008
1974.000,-0.03137,0.00816,-0.03005
1974.083,-0.03156,0.00820,-0.03002
1974.167,-0.03135,0.00817,-0.02999
1974.250,-0.03098,0.00832,-0.02995
1974.333,-0.02930,0.00847,-0.02992
1974.417,-0.03148,0.00846,-0.02988
1974.500,-0.03150,0.00864,-0.02985
1974.583,-0.03166,0.00881,-0.02981
1974.667,-0.03066,0.00912,-0.02977
1974.750,-0.02907,0.00928,-0.02974
1974.833,-0.02864,0.00932,-0.02970
1974.917,-0.02888,0.00954,-0.02966
1975.000,-0.03023,0.00929,-0.02962
1975.083,-0.03150,0.00932,-0.02958
1975.167,-0.02956,0.00929,-0.02954
1975.250,-0.03002,0.00905,-0.02950
1975.333,-0.03028,0.00907,-0.02946
1975.417,-0.03045,0.00886,-0.02942
1975.500,-0.03095,0.00865,-0.02937
1975.583,-0.03075,0.00849,-0.02933
1975.667,-0.02983,0.00849,-0.02929
1975.750,-0.02852,0.00846,-0.02924
1975.833,-0.02959,0.00836,-0.02919
1975.917,-0.03070,0.00838,-0.02915
1976.000,-0.02964,0.00805,-0.02910
1976.083,-0.03031,0.00796,-0.02905
1976.167,-0.02792,0.00763,-0.02900
1976.250,-0.02919,0.00757,-0.02895
1976.333,-0.02930,0.00747,-0.02890
1976.417,-0.03104,0.00744,-0.02885
1976.500,-0.03022,0.00728,-0.02880
1976.583,-0.02823,0.00716,-0.02874
1976.667,-0.02777,0.00712,-0.02869
1976.750,-0.02907,0.00706,-0.02863
1976.833,-0.03120,0.00700,-0.02858
1976.917,-0.03071,0.00708,-0.02852
1977.000,-0.03073,0.00698,-0.02846
1977.083,-0.03200,0.00703,-0.02840
1977.167,-0.03133,0.00702,-0.02834
1977.250,-0.02839,0.00711,-0.02828
1977.333,-0.02899,0.00726,-0.02821
1977.417,-0.03133,0.00719,-0.02815
1977.500,-0.03119,0.00717,-0.02808
1977.583,-0.03058,0.00737,-0.02802
1977.667,-0.03160,0.00759,-0.02795
1977.750,-0.02888,0.00749,-0.02788
1977.833,-0.02855,0.00761,-0.02781
1977.917,-0.02806,0.00769,-0.02774
1978.000,-0.02748,0.00757,-0.02766
1978.083,-0.02518,0.00755,-0.02759
1978.167,-0.02312,0.00750,-0.02751
1978.250,-0.02313,0.00767,-0.02744
1978.333,-0.02396,0.00780,-0.02736
1978.417,-0.02537,0.00744,-0.02728
1978.500,-0.02757,0.00750,-0.02721
1978.583,-0.02946,0.00777,-0.02713
1978.667,-0.03128,0.00794,-0.02704
1978.750,-0.03006,0.00768,-0.02696
1978.833,-0.02980,0.00759,-0.02688
1978.917,-0.03098,0.00747,-0.02680
1979.000,-0.02921,0.00705,-0.02672
1979.083,-0.03131,0.00683,-0.02663
1979.167,-0.03327,0.00676,-0.02655
1979.250,-0.03290,0.00657,-0.02646
1979.333,-0.03163,0.00671,-0.02638
1979.417,-0.03147,0.00659,-0.02629
1979.500,-0.03228,0.00664,-0.02621
1979.583,-0.03070,0.00677,-0.02612
1979.667,-0.02768,0.00697,-0.02603
1979.750,-0.02923,0.00719,-0.02595
1979.833,-0.02753,0.00741,-0.02586
1979.917,-0.02679,0.00742,-0.02578
1980.000,-0.02704,0.00710,-0.02569
1980.083,-0.02649,0.00706,-0.02560
1980.167,-0.02691,0.00711,-0.02552
1980.250,-0.02803,0.00720,-0.02543
1980.333,-0.02934,0.00734,-0.02535
1980.417,-0.02952,0.00720,-0.02526
1980.500,-0.02860,0.00717,-0.02518
1980.583,-0.02621,0.00743,-0.02510
1980.667,-0.02513,0.00763,-0.02501
1980.750,-0.02248,0.00744,-0.02493
1980.833,-0.02229,0.00777,-0.02485
1980.917,-0.02175,0.00752,-0.02476
1981.000,-0.02219,0.00739,-0.02468
1981.083,-0.02133,0.00752,-0.02460
1981.167,-0.02157,0.00723,-0.02452
1981.250,-0.02135,0.00729,-0.02444
1981.333,-0.02182,0.00744,-0.02436
1981.417,-0.02208,0.00745,-0.02428
1981.500,-0.02095,0.00730,-0.02420
1981.583,-0.02007,0.00754,-0.02412
1981.667,-0.02031,0.00793,-0.02404
1981.750,-0.01945,0.00820,-0.02397
1981.833,-0.02019,0.00822,-0.02389
1981.917,-0.01887,0.00833,-0.02381
1982.000,-0.01753,0.00840,-0.02374
1982.083,-0.01785,0.00858,-0.02366
1982.167,-0.01796,0.00863,-0.02358
1982.250,-0.02025,0.00899,-0.02351
1982.333,-0.01896,0.00883,-0.02343
1982.417,-0.01839,0.00827,-0.02336
1982.500,-0.01863,0.00830,-0.02328
1982.583,-0.01899,0.00828,-0.02321
1982.667,-0.02016,0.00832,-0.02313
1982.750,-0.02061,0.00815,-0.02306
1982.833,-0.02134,0.00816,-0.02298
1982.917,-0.02380,0.00832,-0.02291
1983.000,-0.02573,0.00832,-0.02284
1983.083,-0.02546,0.00792,-0.02276
1983.167,-0.02533,0.00784,-0.02269
1983.250,-0.02539,0.00788,-0.02262
1983.333,-0.02537,0.00807,-0.02254
1983.417,-0.02547,0.00798,-0.02247
1983.500,-0.02253,0.00803,-0.02240
1983.583,-0.02336,0.00854,-0.02233
1983.667,-0.02495,0.00895,-0.02226
1983.750,-0.02639,0.00924,-0.02219
1983.833,-0.02736,0.00931,-0.02211
1983.917,-0.02553,0.00884,-0.02204
1984.000,-0.02525,0.00856,-0.02197
1984.083,-0.02361,0.00845,-0.02190
1984.167,-0.02454,0.00823,-0.02183
1984.250,-0.02509,0.00821,-0.02176
1984.333,-0.02564,0.00828,-0.02169
1984.417,-0.02399,0.00792,-0.02162
1984.500,-0.02257,0.00748,-0.02156
1984.583,-0.02427,0.00771,-0.02149
1984.667,-0.02368,0.00759,-0.02142
1984.750,-0.02314,0.00759,-0.02135
1984.833,-0.02121,0.00724,-0.02128
1984.917,-0.02039,0.00681,-0.02121
1985.000,-0.01986,0.00671,-0.02115
1985.083,-0.01954,0.00675,-0.02108
1985.167,-0.01761,0.00662,-0.02101
1985.250,-0.01548,0.00658,-0.02094
1985.333,-0.01532,0.00644,-0.02088
1985.417,-0.01433,0.00658,-0.02081
1985.500,-0.01406,0.00655,-0.02074
1985.583,-0.01372,0.00705,-0.02067
1985.667,-0.01322,0.00741,-0.02061
1985.750,-0.01347,0.00755,-0.02054
1985.833,-0.01339,0.00747,-0.02047
1985.917,-0.01239,0.00737,-0.02041
1986.000,-0.01231,0.00726,-0.02034
1986.083,-0.01226,0.00725,-0.02027
1986.167,-0.01199,0.00709,-0.02021
1986.250,-0.01294,0.00682,-0.02014
1986.333,-0.01585,0.00687,-0.02007
1986.417,-0.01597,0.00673,-0.02001
1986.500,-0.01545,0.00666,-0.01994
1986.583,-0.01548,0.00680,-0.01987
1986.667,-0.01597,0.00688,-0.01980
1986.750,-0.01591,0.00685,-0.01974
1986.833,-0.01703,0.00689,-0.01967
1986.917,-0.01799,0.00698,-0.01960
1987.000,-0.01836,0.00695,-0.01954
1987.083,-0.01907,0.00685,-0.01947
1987.167,-0.01944,0.00687,-0.01940
1987.250,-0.01807,0.00684,-0.01933
1987.333,-0.01827,0.00696,-0.01926
1987.417,-0.01830,0.00691,-0.01920
1987.500,-0.01763,0.00680,-0.01913
1987.583,-0.01760,0.00692,-0.01906
1987.667,-0.01814,0.00689,-0.01899
1987.750,-0.01994,0.00687,-0.01892
1987.833,-0.02031,0.00706,-0.01886
1987.917,-0.02145,0.00703,-0.01879
1988.000,-0.02162,0.00677,-0.01872
1988.083,-0.02314,0.00673,-0.01865
1988.167,-0.02523,0.00669,-0.01858
1988.250,-0.02335,0.00665,-0.01852
1988.333,-0.02293,0.00680,-0.01845
1988.417,-0.02217,0.00673,-0.01838
1988.500,-0.02235,0.00649,-0.01831
1988.583,-0.02326,0.00674,-0.01825
1988.667,-0.02275,0.00679,-0.01818
1988.750,-0.02409,0.00706,-0.01811
1988.833,-0.02495,0.00711,-0.01804
1988.917,-0.02436,0.00698,-0.01798
1989.000,-0.02286,0.00676,-0.01791
1989.083,-0.02130,0.00674,-0.01785
1989.167,-0.01973,0.00676,-0.01778
1989.250,-0.01903,0.00673,-0.01771
1989.333,-0.01830,0.00690,-0.01765
1989.417,-0.01895,0.00684,-0.01758
1989.500,-0.01791,0.00670,-0.01752
1989.583,-0.01869,0.00667,-0.01745
1989.667,-0.01854,0.00672,-0.01739
1989.750,-0.01881,0.00654,-0.01732
1989.833,-0.02027,0.00630,-0.01725
1989.917,-0.02246,0.00643,-0.01719
1990.000,-0.02262,0.00616,-0.01712
1990.083,-0.02267,0.00613,-0.01706
1990.167,-0.02211,0.00598,-0.01699
1990.250,-0.02325,0.00607,-0.01693
1990.333,-0.02206,0.00618,-0.01686
1990.417,-0.02100,0.00596,-0.01680
1990.500,-0.01949,0.00565,-0.01673
1990.583,-0.01735,0.00599,-0.01667
1990.667,-0.01631,0.00606,-0.01660
1990.750,-0.01406,0.00595,-0.01654
1990.833,-0.01328,0.00614,-0.01647
1990.917,-0.01125,0.00629,-0.01641
1991.000,-0.01133,0.00591,-0.01634
1991.083,-0.01061,0.00559,-0.01628
1991.167,-0.01259,0.00545,-0.01621
1991.250,-0.01389,0.00534,-0.01615
1991.333,-0.01462,0.00534,-0.01608
1991.417,-0.01659,0.00541,-0.01601
1991.500,-0.01815,0.00544,-0.01595
1991.583,-0.01690,0.00581,-0.01588
1991.667,-0.01788,0.00591,-0.01582
1991.750,-0.01815,0.00591,-0.01575
1991.833,-0.01691,0.00632,-0.01569
1991.917,-0.01764,0.00655,-0.01562
1992.000,-0.01666,0.00670,-0.01555
1992.083,-0.01885,0.00660,-0.01549
1992.167,-0.01847,0.00658,-0.01542
1992.250,-0.01692,0.00652,-0.01536
1992.333,-0.01725,0.00645,-0.01529
1992.417,-0.01477,0.00607,-0.01522
1992.500,-0.01695,0.00581,-0.01516
1992.583,-0.01720,0.00584,-0.01509
