"year","global mean SC","2s.d. error range","smoothed global mean SC, by LOWESS with span width of 240 month"
1992.667,-0.01870,0.00576,-0.01502
1992.750,-0.01879,0.00579,-0.01496
1992.833,-0.01780,0.00602,-0.01489
1992.917,-0.01727,0.00611,-0.01482
1993.000,-0.01685,0.00591,-0.01475
1993.083,-0.01506,0.00585,-0.01469
1993.167,-0.01462,0.00565,-0.01462
1993.250,-0.01514,0.00539,-0.01455
1993.333,-0.01446,0.00523,-0.01448
1993.417,-0.01502,0.00508,-0.01441
1993.500,-0.01566,0.00522,-0.01434
1993.583,-0.01597,0.00526,-0.01426
1993.667,-0.01370,0.00547,-0.01419
1993.750,-0.01385,0.00529,-0.01412
1993.833,-0.01466,0.00523,-0.01405
1993.917,-0.01377,0.00512,-0.01397
1994.000,-0.01299,0.00496,-0.01390
1994.083,-0.01244,0.00510,-0.01382
1994.167,-0.01207,0.00505,-0.01374
1994.250,-0.01110,0.00522,-0.01366
1994.333,-0.01191,0.00511,-0.01358
1994.417,-0.01357,0.00534,-0.01350
1994.500,-0.01311,0.00543,-0.01342
1994.583,-0.01210,0.00532,-0.01334
1994.667,-0.01238,0.00546,-0.01326
1994.750,-0.01273,0.00546,-0.01318
1994.833,-0.01248,0.00515,-0.01309
1994.917,-0.01375,0.00489,-0.01301
1995.000,-0.01045,0.00463,-0.01292
1995.083,-0.01019,0.00457,-0.01283
1995.167,-0.01032,0.00456,-0.01274
1995.250,-0.01079,0.00471,-0.01266
1995.333,-0.01092,0.00477,-0.01257
1995.417,-0.00956,0.00497,-0.01248
1995.500,-0.00819,0.00507,-0.01239
1995.583,-0.00723,0.00515,-0.01229
1995.667,-0.00695,0.00516,-0.01220
1995.750,-0.00880,0.00532,-0.01211
1995.833,-0.00994,0.00523,-0.01202
1995.917,-0.00983,0.00524,-0.01192
1996.000,-0.00639,0.00501,-0.01183
1996.083,-0.00605,0.00506,-0.01174
1996.167,-0.00576,0.00536,-0.01164
1996.250,-0.00568,0.00545,-0.01155
1996.333,-0.00643,0.00591,-0.01145
1996.417,-0.00667,0.00637,-0.01136
1996.500,-0.00938,0.00659,-0.01126
1996.583,-0.01055,0.00666,-0.01117
1996.667,-0.01128,0.00679,-0.01107
1996.750,-0.01189,0.00684,-0.01098
1996.833,-0.01333,0.00689,-0.01088
1996.917,-0.01368,0.00666,-0.01079
1997.000,-0.01170,0.00645,-0.01069
1997.083,-0.01066,0.00639,-0.01060
1997.167,-0.01031,0.00631,-0.01050
1997.250,-0.00954,0.00616,-0.01041
1997.333,-0.00903,0.00630,-0.01031
1997.417,-0.00861,0.00644,-0.01022
1997.500,-0.01065,0.00629,-0.01013
1997.583,-0.01258,0.00616,-0.01003
1997.667,-0.01297,0.00620,-0.00994
1997.750,-0.01415,0.00612,-0.00985
1997.833,-0.01378,0.00610,-0.00975
1997.917,-0.01303,0.00612,-0.00966
1998.000,-0.01312,0.00595,-0.00957
1998.083,-0.01332,0.00586,-0.00948
1998.167,-0.01433,0.00586,-0.00939
1998.250,-0.01423,0.00552,-0.00930
1998.333,-0.01284,0.00521,-0.00921
1998.417,-0.01214,0.00518,-0.00912
1998.500,-0.01138,0.00499,-0.00903
1998.583,-0.01137,0.00510,-0.00894
1998.667,-0.01152,0.00512,-0.00886
1998.750,-0.01078,0.00500,-0.00877
1998.833,-0.01072,0.00502,-0.00868
1998.917,-0.01179,0.00511,-0.00860
1999.000,-0.00966,0.00505,-0.00851
1999.083,-0.00918,0.00489,-0.00843
1999.167,-0.00990,0.00490,-0.00834
1999.250,-0.00956,0.00534,-0.00826
1999.333,-0.00750,0.00539,-0.00818
1999.417,-0.00612,0.00534,-0.00810
1999.500,-0.00650,0.00536,-0.00802
1999.583,-0.00741,0.00550,-0.00794
1999.667,-0.00785,0.00546,-0.00786
1999.750,-0.00910,0.00531,-0.00778
1999.833,-0.00911,0.00521,-0.00770
1999.917,-0.00790,0.00529,-0.00762
2000.000,-0.00821,0.00526,-0.00755
2000.083,-0.00829,0.00548,-0.00747
2000.167,-0.00790,0.00552,-0.00740
2000.250,-0.00727,0.00548,-0.00732
2000.333,-0.00554,0.00519,-0.00725
2000.417,-0.00655,0.00481,-0.00718
2000.500,-0.00660,0.00462,-0.00711
2000.583,-0.00684,0.00461,-0.00704
2000.667,-0.00522,0.00456,-0.00697
2000.750,-0.00563,0.00459,-0.00690
2000.833,-0.00736,0.00466,-0.00683
2000.917,-0.00771,0.00451,-0.00676
2001.000,-0.00733,0.00428,-0.00670
2001.083,-0.00723,0.00425,-0.00663
2001.167,-0.00697,0.00432,-0.00657
2001.250,-0.00669,0.00434,-0.00651
2001.333,-0.00598,0.00414,-0.00644
2001.417,-0.00537,0.00407,-0.00638
2001.500,-0.00429,0.00410,-0.00632
2001.583,-0.00423,0.00430,-0.00626
2001.667,-0.00423,0.00447,-0.00621
2001.750,-0.00534,0.00456,-0.00615
2001.833,-0.00473,0.00447,-0.00609
2001.917,-0.00361,0.00444,-0.00603
2002.000,-0.00420,0.00430,-0.00598
2002.083,-0.00515,0.00435,-0.00592
2002.167,-0.00492,0.00429,-0.00587
2002.250,-0.00505,0.00418,-0.00581
2002.333,-0.00502,0.00412,-0.00576
2002.417,-0.00582,0.00398,-0.00570
2002.500,-0.00580,0.00390,-0.00565
2002.583,-0.00505,0.00414,-0.00560
2002.667,-0.00475,0.00417,-0.00555
2002.750,-0.00514,0.00401,-0.00549
2002.833,-0.00532,0.00381,-0.00544
2002.917,-0.00426,0.00370,-0.00539
2003.000,-0.00231,0.00348,-0.00533
2003.083,-0.00244,0.00348,-0.00528
2003.167,-0.00292,0.00357,-0.00523
2003.250,-0.00390,0.00365,-0.00518
2003.333,-0.00422,0.00373,-0.00512
2003.417,-0.00525,0.00359,-0.00507
2003.500,-0.00586,0.00347,-0.00502
2003.583,-0.00484,0.00345,-0.00496
2003.667,-0.00504,0.00349,-0.00491
2003.750,-0.00455,0.00355,-0.00486
2003.833,-0.00415,0.00351,-0.00480
2003.917,-0.00328,0.00344,-0.00475
2004.000,-0.00165,0.00338,-0.00470
2004.083,-0.00167,0.00337,-0.00464
2004.167,-0.00090,0.00329,-0.00459
2004.250,-0.00120,0.00328,-0.00453
2004.333,-0.00242,0.00326,-0.00448
2004.417,-0.00168,0.00321,-0.00442
2004.500,-0.00204,0.00320,-0.00437
2004.583,-0.00181,0.00313,-0.00431
2004.667,-0.00133,0.00310,-0.00426
2004.750,-0.00177,0.00298,-0.00420
2004.833,-0.00219,0.00290,-0.00414
2004.917,-0.00199,0.00282,-0.00409
2005.000,-0.00188,0.00270,-0.00403
2005.083,-0.00132,0.00263,-0.00397
2005.167,-0.00185,0.00245,-0.00392
2005.250,-0.00161,0.00240,-0.00386
2005.333,-0.00211,0.00243,-0.00380
2005.417,-0.00194,0.00246,-0.00375
2005.500,-0.00179,0.00254,-0.00369
2005.583,-0.00162,0.00254,-0.00363
2005.667,-0.00127,0.00253,-0.00358
2005.750,-0.00056,0.00242,-0.00352
2005.833,-0.00007,0.00238,-0.00346
2005.917,0.00074,0.00244,-0.00341
2006.000,0.00183,0.00194,-0.00335
2006.083,0.00217,0.00190,-0.00330
2006.167,0.00153,0.00185,-0.00324
2006.250,0.00166,0.00187,-0.00319
2006.333,0.00039,0.00196,-0.00313
2006.417,-0.00005,0.00198,-0.00308
2006.500,-0.00012,0.00206,-0.00302
2006.583,-0.00011,0.00232,-0.00297
2006.667,-0.00224,0.00216,-0.00291
2006.750,-0.00553,0.00215,-0.00286
2006.833,-0.00775,0.00213,-0.00281
2006.917,-0.00703,0.00207,-0.00276
2007.000,-0.00438,0.00199,-0.00270
2007.083,-0.00405,0.00200,-0.00265
2007.167,-0.00391,0.00200,-0.00260
2007.250,-0.00303,0.00208,-0.00255
2007.333,-0.00326,0.00217,-0.00250
2007.417,-0.00254,0.00229,-0.00245
2007.500,-0.00349,0.00236,-0.00241
2007.583,-0.00213,0.00243,-0.00236
2007.667,-0.00200,0.00240,-0.00231
2007.750,-0.00250,0.00233,-0.00226
2007.833,-0.00441,0.00226,-0.00222
2007.917,-0.00441,0.00208,-0.00217
2008.000,-0.00472,0.00197,-0.00213
2008.083,-0.00475,0.00203,-0.00208
2008.167,-0.00549,0.00208,-0.00204
2008.250,-0.00447,0.00211,-0.00200
2008.333,-0.00378,0.00196,-0.00195
2008.417,-0.00391,0.00181,-0.00191
2008.500,-0.00444,0.00165,-0.00187
2008.583,-0.00551,0.00167,-0.00183
2008.667,-0.00585,0.00159,-0.00178
2008.750,-0.00547,0.00157,-0.00174
2008.833,-0.00658,0.00159,-0.00170
2008.917,-0.00525,0.00160,-0.00166
2009.000,-0.00627,0.00163,-0.00162
2009.083,-0.00667,0.00170,-0.00158
2009.167,-0.00653,0.00165,-0.00154
2009.250,-0.00579,0.00157,-0.00151
2009.333,-0.00491,0.00159,-0.00147
2009.417,-0.00293,0.00159,-0.00143
2009.500,-0.00155,0.00165,-0.00139
2009.583,-0.00164,0.00168,-0.00135
2009.667,-0.00300,0.00165,-0.00132
2009.750,-0.00382,0.00177,-0.00128
2009.833,-0.00449,0.00179,-0.00124
2009.917,-0.00407,0.00166,-0.00121
2010.000,-0.00401,0.00146,-0.00117
2010.083,-0.00492,0.00148,-0.00113
2010.167,-0.00521,0.00130,-0.00110
2010.250,-0.00541,0.00126,-0.00106
2010.333,-0.00376,0.00132,-0.00102
2010.417,-0.00203,0.00118,-0.00099
2010.500,-0.00070,0.00121,-0.00095
2010.583,-0.00156,0.00123,-0.00091
2010.667,-0.00244,0.00127,-0.00088
2010.750,-0.00251,0.00135,-0.00084
2010.833,-0.00335,0.00131,-0.00081
2010.917,-0.00083,0.00127,-0.00078
2011.000,-0.00126,0.00128,-0.00074
2011.083,-0.00125,0.00131,-0.00071
2011.167,0.00051,0.00129,-0.00068
2011.250,0.00156,0.00124,-0.00065
2011.333,0.00271,0.00128,-0.00062
2011.417,0.00334,0.00119,-0.00059
2011.500,0.00385,0.00115,-0.00055
2011.583,0.00423,0.00110,-0.00052
2011.667,0.00308,0.00105,-0.00049
2011.750,0.00339,0.00109,-0.00046
2011.833,0.00222,0.00111,-0.00043
2011.917,0.00284,0.00108,-0.00040
2012.000,0.00215,0.00108,-0.00037
2012.083,0.00190,0.00107,-0.00034
2012.167,0.00239,0.00110,-0.00031
2012.250,0.00294,0.00104,-0.00028
2012.333,0.00262,0.00110,-0.00025
2012.417,0.00137,0.00099,-0.00022
2012.500,0.00053,0.00110,-0.00019
2012.583,0.00009,0.00104,-0.00016
2012.667,0.00019,0.00105,-0.00013
2012.750,-0.00006,0.00093,-0.00010
2012.833,-0.00115,0.00102,-0.00007
2012.917,-0.00035,0.00095,-0.00004
2013.000,-0.00010,0.00089,-0.00001
2013.083,0.00127,0.00091,0.00002
2013.167,0.00013,0.00101,0.00005
2013.250,0.00062,0.00109,0.00008
2013.333,0.00184,0.00114,0.00011
2013.417,0.00282,0.00118,0.00014
2013.500,0.00192,0.00114,0.00017
2013.583,0.00221,0.00115,0.00020
2013.667,0.00205,0.00105,0.00023
2013.750,0.00241,0.00102,0.00026
2013.833,0.00325,0.00104,0.00029
2013.917,0.00325,0.00105,0.00032
2014.000,0.00029,0.00112,0.00035
2014.083,-0.00132,0.00117,0.00038
2014.167,-0.00125,0.00126,0.00041
2014.250,0.00033,0.00130,0.00044
2014.333,0.00202,0.00143,0.00047
2014.417,0.00200,0.00142,0.00050
2014.500,0.00124,0.00137,0.00053
2014.583,0.00161,0.00144,0.00056
2014.667,0.00232,0.00149,0.00059
2014.750,0.00296,0.00150,0.00062
2014.833,0.00233,0.00143,0.00065
2014.917,0.00352,0.00138,0.00068
2015.000,0.00319,0.00134,0.00072
2015.083,0.00318,0.00125,0.00075
2015.167,0.00448,0.00120,0.00078
2015.250,0.00474,0.00114,0.00081
2015.333,0.00344,0.00122,0.00084
2015.417,0.00321,0.00128,0.00087
2015.500,0.00202,0.00124,0.00090
2015.583,0.00196,0.00115,0.00093
2015.667,0.00066,0.00122,0.00096
2015.750,-0.00023,0.00132,0.00099
2015.833,-0.00209,0.00142,0.00102
2015.917,-0.00209,0.00146,0.00106
2016.000,-0.00138,0.00148,0.00109
2016.083,-0.00087,0.00150,0.00112
2016.167,0.00005,0.00152,0.00115
2016.250,0.00129,0.00149,0.00118
2016.333,0.00112,0.00160,0.00121
2016.417,0.00192,0.00165,0.00124
2016.500,0.00069,0.00152,0.00127
2016.583,0.00034,0.00160,0.00130
2016.667,0.00001,0.00158,0.00133
2016.750,-0.00024,0.00153,0.00136
2016.833,-0.00072,0.00158,0.00140
2016.917,0.00214,0.00170,0.00143
2017.000,0.00180,0.00174,0.00146
2017.083,0.00393,0.00165,0.00149
2017.167,0.00481,0.00155,0.00152
2017.250,0.00611,0.00162,0.00155
2017.333,0.00570,0.00164,0.00158
2017.417,0.00431,0.00175,0.00161
2017.500,0.00123,0.00179,0.00164
2017.583,0.00169,0.00177,0.00167
2017.667,0.00327,0.00183,0.00170
2017.750,0.00482,0.00184,0.00173
2017.833,0.00438,0.00190,0.00176
2017.917,0.00420,0.00200,0.00179
2018.000,0.00313,0.00198,0.00183
2018.083,0.00314,0.00189,0.00186
2018.167,0.00227,0.00182,0.00189
2018.250,0.00242,0.00184,0.00192
2018.333,0.00070,0.00195,0.00195
2018.417,0.00057,0.00199,0.00198
2018.500,0.00017,0.00194,0.00201
2018.583,0.00157,0.00193,0.00204
2018.667,0.00200,0.00195,0.00207
2018.750,0.00313,0.00196,0.00210
2018.833,0.00321,0.00198,0.00213
2018.917,0.00287,0.00215,0.00216
2019.000,0.00297,0.00216,0.00219
2019.083,0.00373,0.00204,0.00222
2019.167,0.00198,0.00194,0.00225
2019.250,0.00246,0.00203,0.00228
2019.333,0.00240,0.00210,0.00231
2019.417,0.00216,0.00211,0.00233
2019.500,0.00184,0.00197,0.00236
2019.583,0.00215,0.00202,0.00239
2019.667,0.00095,0.00213,0.00242
2019.750,0.00087,0.00226,0.00245
2019.833,-0.00060,0.00233,0.00248
