"year","global mean SC","2s.d. error range","smoothed global mean SC, by LOWESS with span width of 240 month"
1946.167,-0.04642,0.04735,-0.04049
1946.250,-0.03480,0.04756,-0.04057
1946.333,-0.03476,0.04856,-0.04065
1946.417,-0.03928,0.04535,-0.04073
1946.500,-0.03434,0.04380,-0.04081
1946.583,-0.04234,0.04406,-0.04089
1946.667,-0.03650,0.04406,-0.04097
1946.750,-0.03360,0.04411,-0.04106
1946.833,-0.03858,0.04224,-0.04114
1946.917,-0.02432,0.04200,-0.04122
1947.000,-0.01327,0.04266,-0.04130
1947.083,-0.01980,0.04482,-0.04138
1947.167,-0.01283,0.04423,-0.04146
1947.250,-0.00856,0.04337,-0.04154
1947.333,-0.01494,0.04229,-0.04162
1947.417,-0.02803,0.03682,-0.04170
1947.500,-0.02424,0.03665,-0.04179
1947.583,-0.02694,0.03466,-0.04187
1947.667,-0.02224,0.03586,-0.04195
1947.750,-0.03166,0.03443,-0.04203
1947.833,-0.03384,0.03240,-0.04211
1947.917,-0.02620,0.03203,-0.04219
1948.000,-0.03883,0.03435,-0.04227
1948.083,-0.03840,0.03746,-0.04235
1948.167,-0.03628,0.03594,-0.04244
1948.250,-0.05562,0.03600,-0.04252
1948.333,-0.05432,0.03514,-0.04260
1948.417,-0.04003,0.03309,-0.04268
1948.500,-0.02690,0.03263,-0.04277
1948.583,-0.03152,0.03514,-0.04285
1948.667,-0.02419,0.03674,-0.04294
1948.750,-0.02435,0.03633,-0.04302
1948.833,-0.02531,0.03778,-0.04311
1948.917,-0.03480,0.03892,-0.04319
1949.000,-0.03548,0.03659,-0.04328
1949.083,-0.04063,0.03776,-0.04337
1949.167,-0.03687,0.03641,-0.04347
1949.250,-0.03956,0.03602,-0.04356
1949.333,-0.04037,0.03502,-0.04366
1949.417,-0.04516,0.03537,-0.04376
1949.500,-0.04744,0.03464,-0.04387
1949.583,-0.05390,0.03496,-0.04397
1949.667,-0.04665,0.03585,-0.04409
1949.750,-0.04375,0.03399,-0.04421
1949.833,-0.05099,0.03341,-0.04434
1949.917,-0.05759,0.03368,-0.04447
1950.000,-0.06621,0.03542,-0.04461
1950.083,-0.07023,0.03917,-0.04479
1950.167,-0.07209,0.04022,-0.04497
1950.250,-0.04783,0.04091,-0.04515
1950.333,-0.04849,0.03959,-0.04533
1950.417,-0.05938,0.03681,-0.04551
1950.500,-0.05886,0.03512,-0.04570
1950.583,-0.05711,0.03538,-0.04588
1950.667,-0.05153,0.03532,-0.04607
1950.750,-0.04491,0.03503,-0.04626
1950.833,-0.05541,0.03505,-0.04645
1950.917,-0.05148,0.03516,-0.04665
1951.000,-0.05237,0.03659,-0.04684
1951.083,-0.02885,0.03926,-0.04703
1951.167,-0.03984,0.04069,-0.04723
1951.250,-0.03860,0.04087,-0.04742
1951.333,-0.05028,0.04096,-0.04762
1951.417,-0.04179,0.04041,-0.04781
1951.500,-0.03928,0.03919,-0.04801
1951.583,-0.03965,0.04029,-0.04820
1951.667,-0.04057,0.03999,-0.04839
1951.750,-0.04281,0.04214,-0.04858
1951.833,-0.05946,0.04273,-0.04877
1951.917,-0.07257,0.04629,-0.04897
1952.000,-0.05686,0.04714,-0.04915
1952.083,-0.05247,0.04930,-0.04934
1952.167,-0.03554,0.04906,-0.04953
1952.250,-0.04698,0.04544,-0.04972
1952.333,-0.05140,0.04482,-0.04990
1952.417,-0.06324,0.04377,-0.05009
1952.500,-0.05436,0.04261,-0.05027
1952.583,-0.05882,0.04147,-0.05046
1952.667,-0.04978,0.04231,-0.05064
1952.750,-0.06032,0.04312,-0.05082
1952.833,-0.07060,0.04384,-0.05100
1952.917,-0.05585,0.04529,-0.05119
1953.000,-0.05903,0.04628,-0.05137
1953.083,-0.05600,0.04819,-0.05155
1953.167,-0.05178,0.04828,-0.05173
1953.250,-0.05910,0.04702,-0.05191
1953.333,-0.05541,0.04798,-0.05208
1953.417,-0.05044,0.04430,-0.05226
1953.500,-0.04557,0.04137,-0.05244
1953.583,-0.03448,0.04015,-0.05262
1953.667,-0.04337,0.03859,-0.05280
1953.750,-0.04037,0.03849,-0.05297
1953.833,-0.04383,0.03716,-0.05315
1953.917,-0.03832,0.03793,-0.05333
1954.000,-0.04561,0.03699,-0.05350
1954.083,-0.05204,0.03480,-0.05368
1954.167,-0.04957,0.03466,-0.05385
1954.250,-0.04754,0.03208,-0.05403
1954.333,-0.05375,0.03481,-0.05420
1954.417,-0.06025,0.03467,-0.05438
1954.500,-0.05569,0.03194,-0.05456
1954.583,-0.06119,0.03279,-0.05473
1954.667,-0.05813,0.03343,-0.05491
1954.750,-0.05191,0.03339,-0.05508
1954.833,-0.07247,0.03283,-0.05525
1954.917,-0.07329,0.03281,-0.05543
1955.000,-0.05785,0.03189,-0.05560
1955.083,-0.06529,0.03270,-0.05578
1955.167,-0.06554,0.03296,-0.05595
1955.250,-0.06247,0.03257,-0.05612
1955.333,-0.05905,0.03154,-0.05630
1955.417,-0.06794,0.03207,-0.05647
1955.500,-0.06891,0.03161,-0.05664
1955.583,-0.06535,0.03331,-0.05681
1955.667,-0.04199,0.03376,-0.05698
1955.750,-0.03910,0.03097,-0.05715
1955.833,-0.03471,0.02851,-0.05732
1955.917,-0.04327,0.02857,-0.05749
1956.000,-0.04593,0.02798,-0.05766
1956.083,-0.05982,0.02818,-0.05783
1956.167,-0.06181,0.02866,-0.05800
1956.250,-0.05942,0.02694,-0.05817
1956.333,-0.05537,0.02785,-0.05833
1956.417,-0.06643,0.02781,-0.05850
1956.500,-0.08410,0.02697,-0.05867
1956.583,-0.07820,0.02678,-0.05883
1956.667,-0.07776,0.02713,-0.05900
1956.750,-0.06363,0.02745,-0.05917
1956.833,-0.06464,0.02704,-0.05933
1956.917,-0.06429,0.02514,-0.05950
1957.000,-0.05734,0.02571,-0.05967
1957.083,-0.05716,0.02950,-0.05984
1957.167,-0.06073,0.02823,-0.06000
1957.250,-0.07026,0.02719,-0.06017
1957.333,-0.07096,0.02733,-0.06034
1957.417,-0.06488,0.02678,-0.06051
1957.500,-0.06769,0.02413,-0.06067
1957.583,-0.07596,0.02501,-0.06084
1957.667,-0.07128,0.02604,-0.06101
1957.750,-0.06899,0.02730,-0.06117
1957.833,-0.06619,0.02807,-0.06134
1957.917,-0.05661,0.02703,-0.06150
1958.000,-0.05589,0.02762,-0.06167
1958.083,-0.06053,0.02743,-0.06183
1958.167,-0.06485,0.02704,-0.06200
1958.250,-0.06581,0.02549,-0.06216
1958.333,-0.05381,0.02479,-0.06232
1958.417,-0.06250,0.02417,-0.06249
1958.500,-0.04169,0.02379,-0.06265
1958.583,-0.04094,0.02651,-0.06281
1958.667,-0.05302,0.02894,-0.06297
1958.750,-0.07225,0.02990,-0.06313
1958.833,-0.07646,0.02892,-0.06329
1958.917,-0.06462,0.02792,-0.06345
1959.000,-0.07042,0.02772,-0.06361
1959.083,-0.06318,0.02912,-0.06377
1959.167,-0.05647,0.02726,-0.06393
1959.250,-0.05439,0.02749,-0.06409
1959.333,-0.05902,0.02791,-0.06425
1959.417,-0.05413,0.02692,-0.06441
1959.500,-0.05874,0.02558,-0.06457
1959.583,-0.05636,0.02574,-0.06473
1959.667,-0.05574,0.02739,-0.06489
1959.750,-0.05749,0.02826,-0.06505
1959.833,-0.05721,0.02609,-0.06521
1959.917,-0.05599,0.02428,-0.06536
1960.000,-0.05139,0.02447,-0.06552
1960.083,-0.04346,0.02567,-0.06568
1960.167,-0.05600,0.02537,-0.06584
1960.250,-0.06031,0.02560,-0.06599
1960.333,-0.05507,0.02531,-0.06615
1960.417,-0.05853,0.02512,-0.06630
1960.500,-0.06536,0.02393,-0.06646
1960.583,-0.06467,0.02461,-0.06661
1960.667,-0.06294,0.02489,-0.06677
1960.750,-0.05582,0.02502,-0.06692
1960.833,-0.04624,0.02555,-0.06707
1960.917,-0.05250,0.02429,-0.06722
1961.000,-0.05343,0.02388,-0.06737
1961.083,-0.06571,0.02625,-0.06752
1961.167,-0.06707,0.02702,-0.06767
1961.250,-0.07056,0.02892,-0.06782
1961.333,-0.07338,0.02791,-0.06797
1961.417,-0.07333,0.02610,-0.06812
1961.500,-0.07048,0.02353,-0.06827
1961.583,-0.06669,0.02335,-0.06841
1961.667,-0.08435,0.02479,-0.06856
1961.750,-0.09606,0.02418,-0.06870
1961.833,-0.09104,0.02229,-0.06884
1961.917,-0.08961,0.02260,-0.06899
1962.000,-0.07006,0.02242,-0.06913
1962.083,-0.07688,0.02134,-0.06927
1962.167,-0.06166,0.02151,-0.06941
1962.250,-0.06217,0.02039,-0.06954
1962.333,-0.07292,0.01961,-0.06968
1962.417,-0.06832,0.01893,-0.06982
1962.500,-0.06904,0.01850,-0.06995
1962.583,-0.06805,0.01929,-0.07009
1962.667,-0.06599,0.02069,-0.07022
1962.750,-0.07073,0.01995,-0.07035
1962.833,-0.06597,0.02192,-0.07048
1962.917,-0.06950,0.02223,-0.07061
1963.000,-0.05785,0.02205,-0.07074
1963.083,-0.06676,0.02332,-0.07086
1963.167,-0.07323,0.02270,-0.07099
1963.250,-0.07655,0.02277,-0.07111
1963.333,-0.07356,0.02165,-0.07124
1963.417,-0.06837,0.02158,-0.07136
1963.500,-0.07310,0.02140,-0.07149
1963.583,-0.07590,0.02230,-0.07161
1963.667,-0.07238,0.02232,-0.07173
1963.750,-0.07577,0.02047,-0.07185
1963.833,-0.08354,0.01988,-0.07197
1963.917,-0.08077,0.01895,-0.07209
1964.000,-0.07777,0.01956,-0.07221
1964.083,-0.07025,0.02093,-0.07233
1964.167,-0.07253,0.02028,-0.07244
1964.250,-0.06867,0.01913,-0.07256
1964.333,-0.08012,0.01973,-0.07268
1964.417,-0.07222,0.01819,-0.07279
1964.500,-0.07905,0.01909,-0.07290
1964.583,-0.09041,0.01866,-0.07302
1964.667,-0.08423,0.02015,-0.07313
1964.750,-0.08552,0.01906,-0.07324
1964.833,-0.07306,0.01917,-0.07335
1964.917,-0.08250,0.01813,-0.07346
1965.000,-0.07630,0.01893,-0.07356
1965.083,-0.08212,0.01951,-0.07367
1965.167,-0.08761,0.01888,-0.07377
1965.250,-0.08342,0.01834,-0.07387
1965.333,-0.08273,0.01919,-0.07397
1965.417,-0.08979,0.01823,-0.07407
1965.500,-0.09764,0.01847,-0.07416
1965.583,-0.09631,0.01838,-0.07426
1965.667,-0.08806,0.01930,-0.07435
1965.750,-0.08665,0.01751,-0.07444
1965.833,-0.09104,0.01845,-0.07453
1965.917,-0.08983,0.01892,-0.07462
1966.000,-0.09065,0.01855,-0.07470
1966.083,-0.08289,0.01827,-0.07479
1966.167,-0.07899,0.01879,-0.07487
1966.250,-0.07569,0.01931,-0.07495
1966.333,-0.07198,0.01942,-0.07502
1966.417,-0.06741,0.01892,-0.07510
1966.500,-0.06262,0.01791,-0.07517
1966.583,-0.06590,0.02012,-0.07524
1966.667,-0.06271,0.02071,-0.07530
1966.750,-0.05806,0.01965,-0.07536
1966.833,-0.04744,0.01953,-0.07542
1966.917,-0.05512,0.01975,-0.07548
1967.000,-0.05251,0.01982,-0.07553
1967.083,-0.04026,0.02030,-0.07558
1967.167,-0.04049,0.02089,-0.07562
1967.250,-0.05191,0.02011,-0.07566
1967.333,-0.06521,0.02071,-0.07570
1967.417,-0.06768,0.02054,-0.07574
1967.500,-0.08105,0.01818,-0.07577
1967.583,-0.08630,0.01810,-0.07579
1967.667,-0.10372,0.01986,-0.07582
1967.750,-0.09762,0.01887,-0.07584
1967.833,-0.09890,0.01971,-0.07585
1967.917,-0.10259,0.01979,-0.07587
1968.000,-0.09764,0.01860,-0.07587
1968.083,-0.08168,0.01817,-0.07588
1968.167,-0.08405,0.01814,-0.07588
1968.250,-0.08010,0.01758,-0.07588
1968.333,-0.07288,0.01685,-0.07587
1968.417,-0.08073,0.01613,-0.07586
1968.500,-0.07704,0.01548,-0.07585
1968.583,-0.09046,0.01614,-0.07584
1968.667,-0.08952,0.01782,-0.07582
1968.750,-0.08583,0.01692,-0.07579
1968.833,-0.08764,0.01651,-0.07577
1968.917,-0.09130,0.01590,-0.07574
1969.000,-0.08685,0.01635,-0.07570
1969.083,-0.09055,0.01669,-0.07567
1969.167,-0.08981,0.01711,-0.07563
1969.250,-0.09132,0.01645,-0.07558
1969.333,-0.08509,0.01558,-0.07553
1969.417,-0.08598,0.01514,-0.07548
1969.500,-0.08959,0.01580,-0.07543
1969.583,-0.08416,0.01791,-0.07537
1969.667,-0.08641,0.01860,-0.07531
1969.750,-0.08551,0.01800,-0.07525
1969.833,-0.07551,0.01718,-0.07518
1969.917,-0.06973,0.01733,-0.07511
1970.000,-0.06411,0.01781,-0.07504
1970.083,-0.07436,0.01813,-0.07496
1970.167,-0.07897,0.01849,-0.07489
1970.250,-0.07992,0.01814,-0.07480
1970.333,-0.06905,0.01783,-0.07472
1970.417,-0.05788,0.01626,-0.07464
1970.500,-0.05480,0.01536,-0.07455
1970.583,-0.05646,0.01666,-0.07446
1970.667,-0.07186,0.01645,-0.07437
1970.750,-0.07563,0.01568,-0.07427
1970.833,-0.06874,0.01501,-0.07417
1970.917,-0.07889,0.01570,-0.07408
1971.000,-0.08039,0.01700,-0.07397
1971.083,-0.08236,0.01711,-0.07387
1971.167,-0.07519,0.01676,-0.07377
1971.250,-0.07883,0.01587,-0.07366
1971.333,-0.08117,0.01619,-0.07355
1971.417,-0.07911,0.01526,-0.07344
1971.500,-0.07396,0.01472,-0.07333
1971.583,-0.07086,0.01526,-0.07321
1971.667,-0.06716,0.01577,-0.07309
1971.750,-0.06628,0.01564,-0.07297
1971.833,-0.06607,0.01535,-0.07285
1971.917,-0.07049,0.01584,-0.07273
1972.000,-0.08279,0.01555,-0.07260
1972.083,-0.08762,0.01563,-0.07247
1972.167,-0.08546,0.01500,-0.07234
1972.250,-0.09500,0.01470,-0.07221
1972.333,-0.10149,0.01469,-0.07207
1972.417,-0.09136,0.01468,-0.07193
1972.500,-0.07855,0.01335,-0.07179
1972.583,-0.08320,0.01447,-0.07164
1972.667,-0.08138,0.01489,-0.07149
1972.750,-0.07298,0.01595,-0.07134
1972.833,-0.07787,0.01621,-0.07119
1972.917,-0.07989,0.01682,-0.07103
1973.000,-0.08296,0.01652,-0.07087
1973.083,-0.08389,0.01687,-0.07071
1973.167,-0.07292,0.01738,-0.07055
1973.250,-0.07214,0.01814,-0.07038
1973.333,-0.06668,0.01874,-0.07021
1973.417,-0.05841,0.01820,-0.07004
1973.500,-0.05762,0.01684,-0.06986
1973.583,-0.05590,0.01780,-0.06968
1973.667,-0.05491,0.01801,-0.06950
1973.750,-0.05853,0.01824,-0.06932
1973.833,-0.06488,0.01860,-0.06913
1973.917,-0.05983,0.01907,-0.06895
1974.000,-0.07028,0.01849,-0.06876
1974.083,-0.07025,0.01848,-0.06857
1974.167,-0.06999,0.01791,-0.06837
1974.250,-0.06886,0.01779,-0.06818
1974.333,-0.06180,0.01783,-0.06798
1974.417,-0.07365,0.01780,-0.06779
1974.500,-0.07068,0.01687,-0.06759
1974.583,-0.07559,0.01740,-0.06739
1974.667,-0.07602,0.01869,-0.06719
1974.750,-0.06638,0.01947,-0.06698
1974.833,-0.06211,0.02087,-0.06678
1974.917,-0.06495,0.02096,-0.06657
1975.000,-0.07897,0.01990,-0.06637
1975.083,-0.08294,0.02007,-0.06616
1975.167,-0.06985,0.01949,-0.06595
1975.250,-0.06536,0.01887,-0.06574
1975.333,-0.06551,0.01914,-0.06553
1975.417,-0.06627,0.01866,-0.06532
1975.500,-0.06404,0.01805,-0.06511
1975.583,-0.06474,0.01857,-0.06490
1975.667,-0.06286,0.01956,-0.06468
1975.750,-0.05600,0.02144,-0.06447
1975.833,-0.06144,0.02183,-0.06425
1975.917,-0.05852,0.02134,-0.06404
1976.000,-0.05709,0.02087,-0.06382
1976.083,-0.06245,0.02141,-0.06360
1976.167,-0.05343,0.01850,-0.06339
1976.250,-0.06002,0.01848,-0.06317
1976.333,-0.06286,0.01842,-0.06295
1976.417,-0.06872,0.01738,-0.06274
1976.500,-0.06467,0.01640,-0.06252
1976.583,-0.06361,0.01729,-0.06230
1976.667,-0.06073,0.01638,-0.06209
1976.750,-0.06375,0.01520,-0.06187
1976.833,-0.06413,0.01526,-0.06165
1976.917,-0.05884,0.01590,-0.06144
1977.000,-0.05900,0.01644,-0.06123
1977.083,-0.06929,0.01599,-0.06101
1977.167,-0.07255,0.01566,-0.06080
1977.250,-0.06157,0.01593,-0.06059
1977.333,-0.06281,0.01689,-0.06038
1977.417,-0.07757,0.01632,-0.06017
1977.500,-0.07265,0.01619,-0.05996
1977.583,-0.06541,0.01647,-0.05976
1977.667,-0.07219,0.01734,-0.05955
1977.750,-0.06278,0.01630,-0.05934
1977.833,-0.06308,0.01687,-0.05914
1977.917,-0.06071,0.01665,-0.05894
1978.000,-0.06358,0.01662,-0.05873
1978.083,-0.05487,0.01664,-0.05853
1978.167,-0.04350,0.01696,-0.05833
1978.250,-0.04041,0.01731,-0.05812
1978.333,-0.03799,0.01861,-0.05792
1978.417,-0.03900,0.01803,-0.05772
1978.500,-0.04201,0.01895,-0.05752
1978.583,-0.05319,0.01974,-0.05732
1978.667,-0.06047,0.02044,-0.05712
1978.750,-0.05531,0.01969,-0.05692
1978.833,-0.05980,0.01877,-0.05672
1978.917,-0.06786,0.01829,-0.05652
1979.000,-0.05496,0.01828,-0.05632
1979.083,-0.06315,0.01839,-0.05612
1979.167,-0.06822,0.01836,-0.05592
1979.250,-0.06911,0.01780,-0.05573
1979.333,-0.07025,0.01793,-0.05553
1979.417,-0.06449,0.01910,-0.05533
1979.500,-0.06566,0.01987,-0.05513
1979.583,-0.05572,0.02113,-0.05494
1979.667,-0.04199,0.02187,-0.05474
1979.750,-0.05615,0.02187,-0.05455
1979.833,-0.05429,0.02130,-0.05435
1979.917,-0.05298,0.02058,-0.05416
1980.000,-0.05821,0.01945,-0.05396
1980.083,-0.05776,0.01926,-0.05377
1980.167,-0.05916,0.01946,-0.05358
1980.250,-0.06023,0.01992,-0.05339
1980.333,-0.06364,0.02052,-0.05320
1980.417,-0.06500,0.01968,-0.05301
1980.500,-0.06132,0.01940,-0.05282
1980.583,-0.05046,0.02083,-0.05264
1980.667,-0.04602,0.01977,-0.05245
1980.750,-0.03747,0.01889,-0.05227
1980.833,-0.04250,0.01991,-0.05209
1980.917,-0.04023,0.01946,-0.05191
1981.000,-0.03957,0.01898,-0.05173
1981.083,-0.03590,0.01868,-0.05155
1981.167,-0.03945,0.01859,-0.05138
1981.250,-0.04024,0.01837,-0.05120
1981.333,-0.04631,0.01830,-0.05103
1981.417,-0.04473,0.01928,-0.05085
1981.500,-0.03116,0.01920,-0.05068
1981.583,-0.02498,0.02070,-0.05051
1981.667,-0.02587,0.02218,-0.05034
1981.750,-0.02649,0.02221,-0.05017
1981.833,-0.02926,0.02173,-0.05000
1981.917,-0.02512,0.02178,-0.04983
1982.000,-0.02250,0.02182,-0.04966
1982.083,-0.02190,0.02139,-0.04950
1982.167,-0.02320,0.02125,-0.04933
1982.250,-0.03226,0.02324,-0.04916
1982.333,-0.03427,0.02302,-0.04899
1982.417,-0.03066,0.02042,-0.04882
1982.500,-0.03552,0.01941,-0.04866
1982.583,-0.03941,0.02034,-0.04849
1982.667,-0.04748,0.02069,-0.04832
1982.750,-0.04789,0.02044,-0.04815
1982.833,-0.05150,0.02047,-0.04799
1982.917,-0.06905,0.02027,-0.04782
1983.000,-0.07750,0.02032,-0.04765
1983.083,-0.07252,0.01922,-0.04748
1983.167,-0.07006,0.02044,-0.04731
1983.250,-0.07113,0.02021,-0.04715
1983.333,-0.07516,0.02033,-0.04698
1983.417,-0.06834,0.01962,-0.04681
1983.500,-0.04904,0.01882,-0.04665
1983.583,-0.04991,0.01976,-0.04648
1983.667,-0.05143,0.02008,-0.04632
1983.750,-0.04812,0.02073,-0.04615
1983.833,-0.05321,0.02110,-0.04599
1983.917,-0.04231,0.02005,-0.04583
1984.000,-0.04936,0.01960,-0.04566
1984.083,-0.04326,0.01932,-0.04550
1984.167,-0.04722,0.01749,-0.04534
1984.250,-0.05194,0.01749,-0.04518
1984.333,-0.05528,0.01825,-0.04503
1984.417,-0.05261,0.01646,-0.04487
1984.500,-0.04645,0.01440,-0.04471
1984.583,-0.05597,0.01580,-0.04456
1984.667,-0.04967,0.01711,-0.04440
1984.750,-0.05096,0.01692,-0.04425
1984.833,-0.04325,0.01572,-0.04410
1984.917,-0.03636,0.01451,-0.04395
1985.000,-0.04447,0.01462,-0.04380
1985.083,-0.05121,0.01460,-0.04365
1985.167,-0.05203,0.01497,-0.04350
1985.250,-0.04388,0.01578,-0.04335
1985.333,-0.03769,0.01597,-0.04320
1985.417,-0.03574,0.01686,-0.04306
1985.500,-0.03889,0.01670,-0.04291
1985.583,-0.04672,0.01849,-0.04277
1985.667,-0.04344,0.02100,-0.04263
1985.750,-0.03934,0.02146,-0.04249
1985.833,-0.03814,0.02055,-0.04235
1985.917,-0.03093,0.01872,-0.04221
1986.000,-0.03133,0.01844,-0.04207
1986.083,-0.03727,0.01813,-0.04193
1986.167,-0.03277,0.01742,-0.04179
1986.250,-0.03737,0.01661,-0.04165
1986.333,-0.04372,0.01743,-0.04152
1986.417,-0.04687,0.01789,-0.04138
1986.500,-0.04276,0.01577,-0.04125
1986.583,-0.04039,0.01486,-0.04111
1986.667,-0.04337,0.01572,-0.04098
1986.750,-0.03879,0.01570,-0.04085
1986.833,-0.03917,0.01785,-0.04071
1986.917,-0.03949,0.01805,-0.04058
1987.000,-0.04182,0.01720,-0.04044
1987.083,-0.03805,0.01615,-0.04031
1987.167,-0.04167,0.01577,-0.04017
1987.250,-0.03883,0.01587,-0.04004
1987.333,-0.03730,0.01622,-0.03990
1987.417,-0.03639,0.01545,-0.03977
1987.500,-0.02907,0.01409,-0.03963
1987.583,-0.03139,0.01476,-0.03949
1987.667,-0.02650,0.01432,-0.03936
1987.750,-0.03416,0.01413,-0.03922
1987.833,-0.03225,0.01447,-0.03908
1987.917,-0.03404,0.01399,-0.03894
1988.000,-0.03868,0.01390,-0.03880
1988.083,-0.04291,0.01452,-0.03866
1988.167,-0.05209,0.01378,-0.03852
1988.250,-0.04042,0.01409,-0.03838
1988.333,-0.04028,0.01435,-0.03824
1988.417,-0.03985,0.01313,-0.03810
1988.500,-0.03643,0.01267,-0.03796
1988.583,-0.04240,0.01401,-0.03782
1988.667,-0.03881,0.01547,-0.03768
1988.750,-0.04556,0.01645,-0.03754
1988.833,-0.05465,0.01750,-0.03740
1988.917,-0.05407,0.01829,-0.03726
1989.000,-0.05628,0.01772,-0.03712
1989.083,-0.05104,0.01671,-0.03698
1989.167,-0.04276,0.01686,-0.03684
1989.250,-0.03879,0.01689,-0.03669
1989.333,-0.03717,0.01737,-0.03655
1989.417,-0.03878,0.01691,-0.03641
1989.500,-0.03481,0.01627,-0.03626
1989.583,-0.03588,0.01561,-0.03612
1989.667,-0.03663,0.01555,-0.03597
1989.750,-0.03735,0.01500,-0.03583
1989.833,-0.04136,0.01388,-0.03568
1989.917,-0.04955,0.01513,-0.03553
1990.000,-0.05052,0.01468,-0.03538
1990.083,-0.04712,0.01427,-0.03523
1990.167,-0.04467,0.01488,-0.03508
1990.250,-0.05409,0.01478,-0.03493
1990.333,-0.04580,0.01531,-0.03477
1990.417,-0.04578,0.01431,-0.03462
1990.500,-0.04290,0.01418,-0.03446
1990.583,-0.02814,0.01588,-0.03430
1990.667,-0.02284,0.01652,-0.03415
1990.750,-0.01431,0.01649,-0.03399
1990.833,-0.01560,0.01878,-0.03383
1990.917,-0.01153,0.01962,-0.03367
1991.000,-0.00933,0.01960,-0.03351
1991.083,-0.00521,0.01823,-0.03334
1991.167,-0.01472,0.01689,-0.03318
1991.250,-0.01828,0.01597,-0.03302
1991.333,-0.01949,0.01442,-0.03285
1991.417,-0.03265,0.01348,-0.03269
1991.500,-0.04078,0.01345,-0.03252
1991.583,-0.03076,0.01609,-0.03236
1991.667,-0.03357,0.01693,-0.03219
1991.750,-0.03512,0.01666,-0.03203
1991.833,-0.02311,0.01657,-0.03186
1991.917,-0.02813,0.01669,-0.03170
1992.000,-0.01955,0.01784,-0.03153
1992.083,-0.03170,0.01811,-0.03137
1992.167,-0.02513,0.01954,-0.03120
1992.250,-0.01688,0.01986,-0.03104
1992.333,-0.01993,0.01948,-0.03088
1992.417,-0.01209,0.01694,-0.03071
1992.500,-0.03379,0.01591,-0.03055
1992.583,-0.03914,0.01642,-0.03038
