"year","global mean SC","2s.d. error range","smoothed global mean SC, by LOWESS with span width of 240 month"
1992.667,-0.05010,0.01623,-0.03022
1992.750,-0.05228,0.01604,-0.03006
1992.833,-0.04608,0.01642,-0.02989
1992.917,-0.04541,0.01673,-0.02973
1993.000,-0.04490,0.01712,-0.02957
1993.083,-0.03563,0.01683,-0.02940
1993.167,-0.03686,0.01681,-0.02924
1993.250,-0.03655,0.01673,-0.02908
1993.333,-0.03081,0.01738,-0.02891
1993.417,-0.03544,0.01668,-0.02875
1993.500,-0.04157,0.01617,-0.02858
1993.583,-0.03714,0.01629,-0.02842
1993.667,-0.02786,0.01606,-0.02825
1993.750,-0.03182,0.01603,-0.02808
1993.833,-0.03508,0.01635,-0.02792
1993.917,-0.02620,0.01529,-0.02775
1994.000,-0.01610,0.01498,-0.02758
1994.083,-0.01019,0.01618,-0.02742
1994.167,-0.01608,0.01623,-0.02725
1994.250,-0.01403,0.01677,-0.02708
1994.333,-0.02159,0.01552,-0.02691
1994.417,-0.03786,0.01543,-0.02674
1994.500,-0.04202,0.01445,-0.02657
1994.583,-0.03215,0.01364,-0.02640
1994.667,-0.03415,0.01566,-0.02623
1994.750,-0.03483,0.01633,-0.02606
1994.833,-0.03440,0.01488,-0.02589
1994.917,-0.03884,0.01214,-0.02571
1995.000,-0.02523,0.01084,-0.02554
1995.083,-0.02530,0.01214,-0.02537
1995.167,-0.02395,0.01207,-0.02520
1995.250,-0.02646,0.01172,-0.02502
1995.333,-0.02509,0.01237,-0.02485
1995.417,-0.01794,0.01261,-0.02468
1995.500,-0.01583,0.01390,-0.02450
1995.583,-0.01140,0.01404,-0.02433
1995.667,-0.01359,0.01364,-0.02415
1995.750,-0.02068,0.01378,-0.02398
1995.833,-0.02264,0.01371,-0.02381
1995.917,-0.02108,0.01481,-0.02363
1996.000,-0.00325,0.01438,-0.02346
1996.083,0.00409,0.01412,-0.02329
1996.167,0.00462,0.01358,-0.02312
1996.250,0.00037,0.01380,-0.02295
1996.333,-0.00726,0.01547,-0.02278
1996.417,-0.00937,0.01713,-0.02260
1996.500,-0.02381,0.01824,-0.02243
1996.583,-0.02641,0.01887,-0.02227
1996.667,-0.02799,0.01877,-0.02210
1996.750,-0.02729,0.01859,-0.02193
1996.833,-0.03299,0.01962,-0.02176
1996.917,-0.03206,0.01984,-0.02159
1997.000,-0.02805,0.01941,-0.02143
1997.083,-0.02314,0.01848,-0.02126
1997.167,-0.02502,0.01894,-0.02110
1997.250,-0.02165,0.01832,-0.02093
1997.333,-0.02137,0.01989,-0.02077
1997.417,-0.01714,0.02102,-0.02061
1997.500,-0.02749,0.02160,-0.02045
1997.583,-0.03486,0.02164,-0.02029
1997.667,-0.03436,0.02082,-0.02013
1997.750,-0.04296,0.01994,-0.01997
1997.833,-0.04002,0.02024,-0.01981
1997.917,-0.03370,0.02056,-0.01965
1998.000,-0.03492,0.01843,-0.01950
1998.083,-0.03307,0.01742,-0.01934
1998.167,-0.03774,0.01884,-0.01919
1998.250,-0.02887,0.01872,-0.01904
1998.333,-0.02147,0.01739,-0.01889
1998.417,-0.01574,0.01764,-0.01873
1998.500,-0.01228,0.01886,-0.01858
1998.583,-0.01263,0.01914,-0.01844
1998.667,-0.01479,0.01846,-0.01829
1998.750,-0.00763,0.01754,-0.01814
1998.833,-0.00581,0.01594,-0.01800
1998.917,-0.01288,0.01696,-0.01785
1999.000,-0.00933,0.01703,-0.01771
1999.083,-0.01154,0.01609,-0.01756
1999.167,-0.02097,0.01559,-0.01742
1999.250,-0.01990,0.01729,-0.01728
1999.333,-0.00887,0.01760,-0.01714
1999.417,-0.00332,0.01592,-0.01700
1999.500,-0.00650,0.01557,-0.01686
1999.583,-0.00945,0.01402,-0.01672
1999.667,-0.01292,0.01292,-0.01659
1999.750,-0.02101,0.01250,-0.01645
1999.833,-0.02146,0.01243,-0.01631
1999.917,-0.01820,0.01407,-0.01618
2000.000,-0.02262,0.01481,-0.01605
2000.083,-0.02857,0.01583,-0.01592
2000.167,-0.02722,0.01629,-0.01579
2000.250,-0.01858,0.01531,-0.01566
2000.333,-0.00795,0.01419,-0.01553
2000.417,-0.01189,0.01243,-0.01540
2000.500,-0.01105,0.01255,-0.01527
2000.583,-0.01146,0.01265,-0.01515
2000.667,-0.00015,0.01377,-0.01502
2000.750,0.00167,0.01389,-0.01490
2000.833,-0.01201,0.01468,-0.01478
2000.917,-0.01274,0.01454,-0.01466
2001.000,-0.01242,0.01444,-0.01454
2001.083,-0.01328,0.01460,-0.01443
2001.167,-0.01379,0.01521,-0.01431
2001.250,-0.01385,0.01603,-0.01420
2001.333,-0.01051,0.01478,-0.01408
2001.417,-0.00870,0.01385,-0.01397
2001.500,-0.00132,0.01348,-0.01387
2001.583,-0.00263,0.01375,-0.01376
2001.667,0.00176,0.01324,-0.01365
2001.750,-0.00493,0.01329,-0.01355
2001.833,-0.00572,0.01261,-0.01344
2001.917,-0.00259,0.01257,-0.01334
2002.000,-0.01083,0.01273,-0.01324
2002.083,-0.01434,0.01342,-0.01314
2002.167,-0.01318,0.01272,-0.01304
2002.250,-0.01404,0.01113,-0.01294
2002.333,-0.01571,0.01068,-0.01285
2002.417,-0.01937,0.00893,-0.01275
2002.500,-0.01655,0.00894,-0.01265
2002.583,-0.01256,0.00959,-0.01256
2002.667,-0.01265,0.00931,-0.01247
2002.750,-0.01401,0.00937,-0.01237
2002.833,-0.01731,0.00910,-0.01228
2002.917,-0.01180,0.00945,-0.01218
2003.000,-0.00326,0.00883,-0.01209
2003.083,-0.00144,0.00879,-0.01200
2003.167,-0.00324,0.00775,-0.01190
2003.250,-0.00738,0.00763,-0.01181
2003.333,-0.00718,0.00798,-0.01172
2003.417,-0.01428,0.00817,-0.01162
2003.500,-0.01622,0.00860,-0.01153
2003.583,-0.01150,0.00930,-0.01143
2003.667,-0.01438,0.00913,-0.01134
2003.750,-0.01181,0.00909,-0.01124
2003.833,-0.01355,0.00841,-0.01115
2003.917,-0.00944,0.00795,-0.01105
2004.000,-0.00330,0.00806,-0.01095
2004.083,-0.00412,0.00787,-0.01086
2004.167,-0.00083,0.00802,-0.01076
2004.250,-0.00440,0.00785,-0.01066
2004.333,-0.01157,0.00760,-0.01056
2004.417,-0.00849,0.00743,-0.01046
2004.500,-0.01089,0.00742,-0.01036
2004.583,-0.00863,0.00689,-0.01026
2004.667,-0.00693,0.00678,-0.01016
2004.750,-0.01002,0.00700,-0.01006
2004.833,-0.01300,0.00699,-0.00996
2004.917,-0.01099,0.00677,-0.00986
2005.000,-0.01276,0.00727,-0.00975
2005.083,-0.01053,0.00797,-0.00965
2005.167,-0.01395,0.00708,-0.00954
2005.250,-0.01307,0.00737,-0.00944
2005.333,-0.01669,0.00680,-0.00933
2005.417,-0.01681,0.00676,-0.00923
2005.500,-0.01665,0.00662,-0.00912
2005.583,-0.01479,0.00649,-0.00901
2005.667,-0.01104,0.00637,-0.00891
2005.750,-0.01016,0.00618,-0.00880
2005.833,-0.00781,0.00611,-0.00869
2005.917,-0.00154,0.00633,-0.00859
2006.000,0.00531,0.00556,-0.00848
2006.083,0.00710,0.00537,-0.00837
2006.167,0.00506,0.00542,-0.00827
2006.250,0.00908,0.00588,-0.00816
2006.333,0.00542,0.00585,-0.00806
2006.417,0.00257,0.00590,-0.00795
2006.500,0.00227,0.00591,-0.00785
2006.583,-0.00119,0.00745,-0.00774
2006.667,-0.00533,0.00668,-0.00764
2006.750,-0.00784,0.00668,-0.00754
2006.833,-0.01375,0.00729,-0.00744
2006.917,-0.01132,0.00671,-0.00734
2007.000,-0.00433,0.00679,-0.00724
2007.083,-0.00444,0.00673,-0.00714
2007.167,-0.00816,0.00609,-0.00704
2007.250,-0.01054,0.00574,-0.00695
2007.333,-0.01077,0.00596,-0.00685
2007.417,-0.01212,0.00649,-0.00675
2007.500,-0.01492,0.00647,-0.00666
2007.583,-0.00926,0.00603,-0.00657
2007.667,-0.00832,0.00583,-0.00647
2007.750,-0.00978,0.00561,-0.00638
2007.833,-0.01548,0.00524,-0.00629
2007.917,-0.01298,0.00516,-0.00620
2008.000,-0.01414,0.00475,-0.00610
2008.083,-0.01806,0.00486,-0.00601
2008.167,-0.01996,0.00478,-0.00592
2008.250,-0.02045,0.00455,-0.00583
2008.333,-0.01998,0.00423,-0.00573
2008.417,-0.01550,0.00425,-0.00564
2008.500,-0.00933,0.00448,-0.00555
2008.583,-0.01050,0.00483,-0.00546
2008.667,-0.00724,0.00474,-0.00536
2008.750,-0.00431,0.00490,-0.00527
2008.833,-0.01261,0.00504,-0.00518
2008.917,-0.01065,0.00518,-0.00508
2009.000,-0.01630,0.00471,-0.00499
2009.083,-0.02058,0.00451,-0.00489
2009.167,-0.01989,0.00458,-0.00480
2009.250,-0.01686,0.00455,-0.00470
2009.333,-0.01232,0.00464,-0.00461
2009.417,-0.00806,0.00458,-0.00451
2009.500,-0.00493,0.00504,-0.00442
2009.583,-0.00768,0.00490,-0.00432
2009.667,-0.01376,0.00518,-0.00423
2009.750,-0.01288,0.00501,-0.00413
2009.833,-0.01218,0.00538,-0.00404
2009.917,-0.00385,0.00470,-0.00394
2010.000,-0.00665,0.00406,-0.00384
2010.083,-0.00781,0.00388,-0.00375
2010.167,-0.01059,0.00365,-0.00365
2010.250,-0.00725,0.00375,-0.00354
2010.333,-0.00518,0.00369,-0.00344
2010.417,0.00179,0.00369,-0.00334
2010.500,0.00356,0.00394,-0.00324
2010.583,0.00003,0.00403,-0.00315
2010.667,-0.00383,0.00446,-0.00306
2010.750,-0.00701,0.00432,-0.00298
2010.833,-0.00788,0.00491,-0.00289
2010.917,0.00029,0.00514,-0.00281
2011.000,-0.00179,0.00501,-0.00273
2011.083,-0.00681,0.00502,-0.00265
2011.167,-0.00636,0.00485,-0.00258
2011.250,-0.00510,0.00488,-0.00251
2011.333,-0.00139,0.00449,-0.00244
2011.417,0.00754,0.00438,-0.00237
2011.500,0.01406,0.00470,-0.00230
2011.583,0.01415,0.00468,-0.00223
2011.667,0.01233,0.00433,-0.00216
2011.750,0.01170,0.00396,-0.00210
2011.833,0.00686,0.00437,-0.00203
2011.917,0.01055,0.00486,-0.00197
2012.000,0.00646,0.00513,-0.00190
2012.083,0.00471,0.00492,-0.00184
2012.167,0.00047,0.00464,-0.00177
2012.250,-0.00301,0.00441,-0.00171
2012.333,-0.00302,0.00407,-0.00165
2012.417,-0.00393,0.00372,-0.00159
2012.500,-0.00288,0.00369,-0.00153
2012.583,-0.00376,0.00351,-0.00146
2012.667,-0.00400,0.00310,-0.00140
2012.750,-0.00500,0.00315,-0.00134
2012.833,-0.00383,0.00284,-0.00128
2012.917,0.00225,0.00319,-0.00122
2013.000,0.00494,0.00354,-0.00116
2013.083,0.00641,0.00392,-0.00110
2013.167,0.00258,0.00383,-0.00104
2013.250,0.00267,0.00415,-0.00098
2013.333,0.00543,0.00397,-0.00092
2013.417,0.01407,0.00433,-0.00086
2013.500,0.01475,0.00405,-0.00080
2013.583,0.01736,0.00376,-0.00074
2013.667,0.01451,0.00407,-0.00067
2013.750,0.01258,0.00430,-0.00061
2013.833,0.00790,0.00382,-0.00055
2013.917,0.00482,0.00351,-0.00049
2014.000,-0.00270,0.00345,-0.00043
2014.083,-0.00231,0.00406,-0.00037
2014.167,-0.00725,0.00386,-0.00031
2014.250,-0.00260,0.00411,-0.00025
2014.333,0.00082,0.00453,-0.00019
2014.417,0.00307,0.00477,-0.00013
2014.500,0.00153,0.00470,-0.00007
2014.583,0.00464,0.00497,-0.00001
2014.667,0.00565,0.00516,0.00005
2014.750,0.00963,0.00526,0.00011
2014.833,0.00925,0.00529,0.00017
2014.917,0.01320,0.00494,0.00023
2015.000,0.01494,0.00475,0.00029
2015.083,0.01336,0.00467,0.00035
2015.167,0.01410,0.00479,0.00041
2015.250,0.01118,0.00487,0.00047
2015.333,0.00428,0.00489,0.00053
2015.417,0.00078,0.00508,0.00059
2015.500,-0.00776,0.00520,0.00065
2015.583,-0.01248,0.00392,0.00071
2015.667,-0.01457,0.00366,0.00077
2015.750,-0.01488,0.00420,0.00083
2015.833,-0.02164,0.00485,0.00089
2015.917,-0.01672,0.00461,0.00095
2016.000,-0.00772,0.00471,0.00101
2016.083,-0.00429,0.00465,0.00107
2016.167,-0.00381,0.00466,0.00113
2016.250,-0.00010,0.00490,0.00119
2016.333,0.00035,0.00474,0.00125
2016.417,0.00103,0.00497,0.00131
2016.500,-0.00081,0.00475,0.00136
2016.583,-0.00496,0.00503,0.00142
2016.667,-0.00318,0.00480,0.00148
2016.750,-0.00079,0.00470,0.00154
2016.833,-0.00413,0.00506,0.00160
2016.917,0.00951,0.00538,0.00166
2017.000,0.01467,0.00554,0.00172
2017.083,0.02460,0.00499,0.00177
2017.167,0.02303,0.00505,0.00183
2017.250,0.02659,0.00464,0.00189
2017.333,0.02491,0.00450,0.00195
2017.417,0.02597,0.00476,0.00201
2017.500,0.01407,0.00477,0.00206
2017.583,0.01528,0.00486,0.00212
2017.667,0.01374,0.00470,0.00218
2017.750,0.01795,0.00466,0.00224
2017.833,0.01386,0.00478,0.00229
2017.917,0.01504,0.00449,0.00235
2018.000,0.00969,0.00464,0.00241
2018.083,0.00774,0.00433,0.00246
2018.167,0.00772,0.00430,0.00252
2018.250,0.00374,0.00450,0.00257
2018.333,-0.00132,0.00467,0.00263
2018.417,-0.00114,0.00464,0.00269
2018.500,0.00061,0.00488,0.00274
2018.583,0.00451,0.00503,0.00280
2018.667,0.00125,0.00512,0.00285
2018.750,0.00477,0.00534,0.00290
2018.833,0.00478,0.00519,0.00296
2018.917,0.00941,0.00576,0.00301
2019.000,0.00948,0.00614,0.00307
2019.083,0.00365,0.00619,0.00312
2019.167,-0.00687,0.00636,0.00317
2019.250,-0.00502,0.00686,0.00322
2019.333,-0.00650,0.00654,0.00327
2019.417,-0.00953,0.00669,0.00333
2019.500,-0.01302,0.00689,0.00338
2019.583,-0.01204,0.00697,0.00343
2019.667,-0.01434,0.00707,0.00348
2019.750,-0.01598,0.00725,0.00353
2019.833,-0.02121,0.00745,0.00358
