,random,strat,random_rich,strat_rich
55,44417.73341227169,44303.1363434557,61562.53508719126,64312.07756305334
56,44230.089289214906,44724.1107427053,64579.01710738214,57863.86608046318
57,44548.38456536685,44321.97336209886,60150.663198690156,57346.23794693656
58,46356.129830811355,44783.59311529376,63657.04998481697,61087.93456456913
59,44720.505711931,44344.612629990916,55098.02137552862,57709.856540323875
60,43794.86434315073,45017.5291794629,61936.93252639685,53767.65477201455
61,43461.68208409396,45149.844819291815,56896.02422935974,50125.02705695348
62,44289.144331153926,44937.97242657643,52066.273817287496,49188.860106445114
63,44685.8997255249,45525.33001737452,61580.778217542334,61163.940597095934
64,46190.67858097711,45280.014207230364,59408.65518685902,59409.580249289975
65,42851.50625664842,44259.64700594474,56950.12570082763,53524.70506135239
66,44421.540457930976,44715.280741346614,63146.30472852751,66788.64934930755
67,44725.3355373481,43862.49819472131,67828.10881327288,53445.947606488895
68,44770.86894631185,45851.22870744486,59221.31847678103,52301.46470072583
69,44737.19539808489,44102.89931733057,53864.41837155244,52324.00575504486
70,44814.80468237829,44422.56642183631,57817.82348996963,56462.575719014065
71,44211.56911609848,45184.61089078439,59636.01625713355,51055.31639994421
72,44163.60980390084,45054.660090298305,53098.74674185405,67802.30661314917
73,44335.02700124614,43906.606761557436,57447.23105211909,52238.78326781346
74,44113.05078145838,44039.04997074782,57001.63418136717,68283.90514422875
75,45842.67497552586,45053.81335254656,59279.838673180275,58572.94726331527
76,44979.569006862825,45970.97847847328,53621.288301588625,61989.47448418478
77,45614.094132830716,45322.522460522916,58521.1291660739,53731.196990203
78,43092.70550827644,44194.84375036338,63518.46173445253,51239.7479718843
79,44139.18530920165,45101.041858870965,59657.92547374562,55276.23635339896
80,44165.023246979115,45170.23479982829,46107.59921986945,55859.48349802983
81,45098.194722343214,45126.48587362994,53781.63545281202,51733.2006012043
82,44430.747861526375,44386.626336795955,61556.55443587705,54004.986337976974
83,44714.360549074605,44563.82970225243,57163.0874404777,54853.56481159343
84,44551.10242871955,44720.973617378644,54284.78672192095,60215.12031807821
85,44884.765139435025,44993.37064346764,53160.19071949737,63984.75703522787
86,45440.83152887517,44091.68461674821,60825.91930301027,55438.603811240435
87,45064.79133748346,43837.38497879711,60559.42072533874,58630.585283066386
88,44145.42829358685,45324.15126219414,60448.687287261135,52509.33556453149
89,43850.01910196647,44372.736897459086,58423.95165137754,59758.7726667384
90,43746.3002551204,45207.10882045527,58791.12246669822,57485.3179751005
91,45033.84944916221,44427.58075423326,53728.56468836872,68046.93234633014
92,44921.70416369252,43764.79792409902,54458.00542933868,53587.343403231636
93,43087.52108035035,42928.165212420245,55452.17530048353,52098.62404270248
94,45402.103233785005,45341.45237120118,70040.30534778933,58461.271056076635
95,43835.84704471958,44777.62516281182,63067.48139574146,63258.244317456236
96,45489.598302556005,44299.277877736,59632.058117233864,59329.701964851425
97,44931.07389353981,45410.47119416509,61643.31233181825,52871.63035305869
98,44247.78229159945,44714.25585007576,45716.894350136674,55817.89642746583
99,45611.82500664045,43315.575529606795,56510.12345041332,51463.69022512184
