,random,strat,random_rich,strat_rich
72,44134.25626220429,42945.63560134453,54187.339001955756,65447.78484335258
73,44391.73510198824,43472.79618604523,64113.90594524369,62515.64492884613
74,46153.36518842275,44270.99476305513,67491.80015058226,62755.88871651037
75,43971.406459177495,44241.07967796351,65174.84786789436,68292.44914679066
76,43529.54854786149,45025.47211129076,59597.52393393803,56657.410424750684
77,43769.87439418722,44340.34173658491,57544.27241955794,51500.90590482573
78,43286.316603600964,43133.04033254399,58492.013602430845,62876.84678796146
79,41855.23639970399,45092.834578206755,64801.16334982905,64574.97310763553
80,43011.3135562234,45045.98127212084,45528.93879806119,61779.97781984298
81,43678.16489848538,43905.71759749159,53885.091259085755,61216.37127761949
82,43516.49497453663,43999.27308788402,59383.93700030264,52679.74816136279
83,44188.80484446176,43894.88630582719,51323.035739237406,61017.04408805097
84,44454.254452207875,44061.795347973166,53026.573953878964,63735.43868432548
85,43416.55921665964,43952.3917691241,55952.34565692295,66082.97383043345
86,44592.42280238577,44263.13992095761,63290.10956889833,59605.084391738055
87,44132.24140102068,43304.53180325529,65263.763104828504,52915.66780448724
88,41693.492842428415,44132.99383279635,53308.902561034825,57627.498898595004
89,42752.885625821524,44874.292637819,63078.84407628282,58621.71789273709
90,44006.3547602034,44357.59425604243,48853.352361728124,48372.79513506269
91,45731.82144644308,44640.20939744513,58309.74893786271,72457.82775115094
92,43287.112780191455,44640.247195958,50175.20192860114,71549.49618289262
93,44931.91580409036,43780.455434702,56237.713854636364,52257.863895966926
94,45108.59658822802,43905.78025440187,63260.264625323456,70725.97017707089
95,43554.44453302442,43801.92884670511,58653.194900771625,59028.90565697099
96,44024.80931311622,43951.966170467946,62288.01021970143,53774.913248158955
97,43484.157049900416,44677.6066764692,64914.294217666546,54224.14894365283
98,44160.76343866728,43298.65994763675,63896.17924961095,58113.18943365068
99,44006.09538760065,44487.076173257,57075.54689702737,61888.7537748202
